"","Country","Code","Date","Open","High","Low","Close"
"944","Australia","ASX 200",2013-03-27,4959.200195,4995,4956.799805,4995
"945","Australia","ASX 200",2013-03-26,4981,4981,4942.5,4950.200195
"946","Australia","ASX 200",2013-03-25,4968.799805,5023.200195,4968.799805,4990.200195
"947","Australia","ASX 200",2013-03-22,4956.299805,4983.600098,4927.899902,4967.299805
"948","Australia","ASX 200",2013-03-21,4967.299805,4998.899902,4947.799805,4959.399902
"949","Australia","ASX 200",2013-03-20,4987.399902,4988.100098,4937.5,4967.399902
"950","Australia","ASX 200",2013-03-19,5023.100098,5057.399902,4987.399902,4987.399902
"951","Australia","ASX 200",2013-03-18,5101.700195,5101.700195,5014.700195,5015.399902
"952","Australia","ASX 200",2013-03-15,5032.200195,5120.200195,5032.200195,5120.200195
"953","Australia","ASX 200",2013-03-14,5089.700195,5103.399902,5032.200195,5032.200195
"954","Australia","ASX 200",2013-03-13,5120.799805,5121.799805,5079.899902,5092.399902
"955","Australia","ASX 200",2013-03-12,5150.5,5163.5,5117.899902,5117.899902
"956","Australia","ASX 200",2013-03-11,5120.799805,5148.399902,5115,5146.899902
"957","Australia","ASX 200",2013-03-08,5109.200195,5131.200195,5102,5123.399902
"958","Australia","ASX 200",2013-03-07,5120,5135.700195,5086.5,5109.200195
"959","Australia","ASX 200",2013-03-06,5075.399902,5131.600098,5075.399902,5116.799805
"960","Australia","ASX 200",2013-03-05,5010.5,5095,5010.5,5075.399902
"961","Australia","ASX 200",2013-03-04,5086.100098,5086.100098,5009.600098,5010.5
"962","Australia","ASX 200",2013-03-01,5104.100098,5104.100098,5062.100098,5086.100098
"963","Australia","ASX 200",2013-02-28,5036.600098,5112.5,5036.600098,5104.100098
"964","Australia","ASX 200",2013-02-27,5011.600098,5043.200195,5011.600098,5036.600098
"965","Australia","ASX 200",2013-02-26,5036.799805,5038.600098,4978.399902,5003.600098
"966","Australia","ASX 200",2013-02-25,5016.799805,5064.299805,5016.799805,5055.799805
"967","Australia","ASX 200",2013-02-22,4980.100098,5055.299805,4975.899902,5018.100098
"968","Australia","ASX 200",2013-02-21,5069.200195,5076,4980.100098,4980.100098
"969","Australia","ASX 200",2013-02-20,5081.899902,5106.600098,5081.899902,5098.700195
"970","Australia","ASX 200",2013-02-19,5063.399902,5081.899902,5045.799805,5081.899902
"971","Australia","ASX 200",2013-02-18,5041.200195,5070.5,5030.899902,5063.399902
"972","Australia","ASX 200",2013-02-15,5031.899902,5044.399902,5021,5033.899902
"973","Australia","ASX 200",2013-02-14,5003.700195,5045.399902,4998.299805,5036.899902
"974","Australia","ASX 200",2013-02-13,4959,5013.600098,4959,5003.700195
"975","Australia","ASX 200",2013-02-12,4959.5,4981.5,4959,4959
"976","Australia","ASX 200",2013-02-11,4971.299805,4977.799805,4959.5,4959.5
"977","Australia","ASX 200",2013-02-08,4932.899902,4971.299805,4928.5,4971.299805
"978","Australia","ASX 200",2013-02-07,4914.899902,4938.200195,4907.899902,4935.700195
"979","Australia","ASX 200",2013-02-06,4882.700195,4931.200195,4882.700195,4921
"980","Australia","ASX 200",2013-02-05,4896,4897.399902,4869.5,4882.700195
"981","Australia","ASX 200",2013-02-04,4921.100098,4951.299805,4907.5,4907.5
"982","Australia","ASX 200",2013-02-01,4878.799805,4922.600098,4878.799805,4921.100098
"983","Australia","ASX 200",2013-01-31,4896.700195,4906.200195,4866.5,4878.799805
"984","Australia","ASX 200",2013-01-30,4889.100098,4906.200195,4886.299805,4896.700195
"985","Australia","ASX 200",2013-01-29,4842.399902,4896.600098,4841.600098,4889
"986","Australia","ASX 200",2013-01-25,4810.200195,4835.200195,4810.200195,4835.200195
"987","Australia","ASX 200",2013-01-24,4783.700195,4814.200195,4779.200195,4810.200195
"988","Australia","ASX 200",2013-01-23,4788.600098,4802.200195,4787.799805,4787.799805
"989","Australia","ASX 200",2013-01-22,4777.5,4801.700195,4767.299805,4779.100098
"990","Australia","ASX 200",2013-01-21,4773.299805,4779.700195,4762.600098,4777.5
"991","Australia","ASX 200",2013-01-18,4756.600098,4782.600098,4756.600098,4771.200195
"992","Australia","ASX 200",2013-01-17,4738.399902,4787.200195,4738.399902,4756.600098
"993","Australia","ASX 200",2013-01-16,4715.299805,4739.799805,4714.5,4738.399902
"994","Australia","ASX 200",2013-01-15,4720.899902,4731.5,4706.399902,4716.600098
"995","Australia","ASX 200",2013-01-14,4709.5,4731,4708.799805,4719.700195
