"","Date","City","90","92","95","0"
"802",2010-06-01,"重庆",6.13,6.48,6.85,6.31
"803",2010-10-26,"重庆",6.3,6.67,7.04,6.5
"804",2010-12-22,"重庆",6.54,6.91,7.3,6.76
"805",2011-02-20,"重庆",6.8,7.19,7.6,7.06
"806",2011-04-07,"重庆",7.18,7.59,8.02,7.39
"807",2011-10-09,"重庆",6.95,7.35,7.77,7.14
"808",2012-02-08,"重庆",7.17,7.59,8.03,7.4
"809",2012-03-20,"重庆",7.63,8.07,8.52,7.92
"810",2012-05-10,"重庆",7.38,7.8,8.24,7.64
"811",2012-06-09,"重庆",6.98,7.38,7.8,7.21
"812",2012-07-11,"重庆",6.66,7.05,7.38,6.87
"813",2012-08-10,"重庆",6.96,7.36,7.7,7.19
"814",2012-09-11,"重庆",7.37,7.8,8.16,7.65
"815",2012-11-16,"重庆",7.14,7.55,7.98,7.39
"816",2013-02-25,"重庆",7.36,7.79,8.23,7.63
"817",2013-03-27,"重庆",7.13,7.54,7.97,7.38
"818",2013-04-25,"重庆",6.84,7.23,7.64,7.03
"819",2013-05-10,"重庆",6.91,7.3,7.72,7.11
"820",2013-06-07,"重庆",6.84,7.23,7.64,7.04
"821",2013-06-21,"重庆",6.91,7.31,7.72,7.12
"822",2013-07-06,"重庆",6.85,7.24,7.65,7.06
"823",2013-07-20,"重庆",6.91,7.5,7.93,7.32
"824",2013-08-31,"重庆",7.27,7.69,8.12,7.51
"825",2013-09-14,"重庆",7.34,7.76,8.2,7.59
"826",2013-09-30,"重庆",7.15,7.56,7.99,7.39
"827",2013-11-01,"重庆",7.1,7.51,7.93,7.32
"828",2013-11-15,"重庆",6.91,7.38,7.8,7.19
"829",2013-11-29,"重庆",NA,7.51,7.93,7.32
"830",2013-12-13,"重庆",7.14,7.55,7.98,7.37
"831",2014-01-11,"重庆",7.05,7.45,7.88,7.27
"832",2014-01-25,"重庆",6.95,7.35,7.77,7.16
"833",2014-02-27,"重庆",7.1,7.51,7.94,7.33
"834",2014-03-27,"重庆",7,7.41,7.82,7.22
"835",2014-04-25,"重庆",7.12,7.53,7.96,7.35
"836",2014-05-09,"重庆",7.08,7.49,7.91,7.3
"837",2014-05-23,"重庆",7.13,7.54,7.97,7.36
"838",2014-06-24,"重庆",7.26,7.68,8.11,7.5
"839",2014-07-22,"重庆",NA,7.48,7.9,NA
"840",2014-08-19,"重庆",7.29,NA,NA,7.14
"841",2014-09-02,"重庆",NA,7.25,NA,7.06
"842",2014-09-17,"重庆",6.75,7.14,7.54,6.94
"843",2014-09-30,"重庆",NA,7.06,7.46,6.86
"844",2014-10-18,"重庆",7.29,NA,NA,6.62
"845",2014-11-01,"重庆",NA,6.85,7.24,NA
"846",2014-11-15,"重庆",NA,6.7,7.08,NA
"847",2014-12-13,"重庆",NA,6.57,6.94,6.24
"848",2014-12-27,"重庆",5.82,6.15,6.5,5.81
"849",2015-01-13,"重庆",5.68,6.01,6.35,5.62
"850",2015-01-27,"重庆",NA,5.72,6.04,5.32
"851",2015-02-10,"重庆",5.63,5.95,6.29,5.56
"852",2015-02-28,"重庆",5.92,6.26,6.62,5.88
"853",2015-03-27,"重庆",NA,6.07,6.41,5.68
"854",2015-04-11,"重庆",NA,6.17,6.52,5.78
"855",2015-04-25,"重庆",NA,6.4,6.77,NA
"856",2015-05-12,"重庆",6.25,6.61,6.98,6.23
"857",2015-06-09,"重庆",6.16,6.52,6.89,6.14
"858",2015-07-08,"重庆",NA,6.44,6.81,6.06
"859",2015-07-22,"重庆",NA,6.23,6.59,5.84
"860",2015-08-05,"重庆",NA,6.06,6.4,5.65
"861",2015-08-19,"重庆",5.57,5.89,6.23,5.48
"862",2015-09-02,"重庆",NA,5.79,6.12,5.38
"863",2015-09-17,"重庆",NA,NA,NA,NA
"864",2015-10-21,"重庆",5.58,5.9,6.24,5.49
"865",2015-11-04,"重庆",5.49,5.8,6.13,5.39
"866",2015-11-18,"重庆",5.42,5.74,6.06,5.32
"867",2015-12-02,"重庆",5.32,5.62,5.94,5.2
"868",2016-01-14,"重庆",5.21,5.51,5.82,5.09
"869",2016-04-27,"重庆",5.33,5.64,5.96,5.23
"870",2016-05-12,"重庆",5.42,5.74,6.06,5.32
"871",2016-05-26,"重庆",5.58,5.9,6.24,5.49
"872",2016-07-22,"重庆",5.55,5.87,6.2,5.46
"873",2016-08-05,"重庆",5.38,5.69,6.02,5.28
"874",2016-08-19,"重庆",5.51,5.83,6.16,5.42
"875",2016-09-02,"重庆",5.67,6,6.33,5.59
"876",2016-09-19,"重庆",5.55,5.87,6.2,5.46
"877",2016-10-20,"重庆",5.82,6.15,6.5,5.75
"878",2016-11-17,"重庆",5.54,5.86,6.2,5.45
"879",2016-12-01,"重庆",5.68,6,6.34,5.6
"880",2016-12-15,"重庆",6,6.35,6.71,5.95
"881",2009-01-15,"青岛",NA,NA,NA,NA
"882",2009-03-25,"青岛",4.85,5.22,5.6,NA
"883",2009-06-01,"青岛",NA,NA,NA,NA
"884",2009-06-30,"青岛",5.59,6.02,6.46,5.82
"885",2009-07-29,"青岛",5.43,5.84,NA,NA
"886",2009-09-02,"青岛",NA,NA,NA,NA
"887",2009-09-30,"青岛",5.41,5.83,6.26,5.63
"888",2009-11-10,"青岛",5.87,6.32,6.78,5.8
"889",2010-04-14,"青岛",6.11,6.57,7.05,6.42
"890",2010-06-01,"青岛",NA,NA,NA,NA
"891",2010-10-26,"青岛",NA,NA,NA,NA
"892",2010-12-22,"青岛",NA,NA,NA,NA
"893",2011-02-20,"青岛",NA,7.1,NA,NA
"894",2011-04-07,"青岛",6.97,7.5,8.05,7.32
"895",2011-10-09,"青岛",6.75,7.2,7.72,7.06
"896",2012-02-08,"青岛",NA,7.5,8.05,7.32
"897",2012-03-20,"青岛",7.41,7.88,8.42,7.84
"898",2012-05-10,"青岛",7.17,7.62,8.14,7.58
"899",2012-06-09,"青岛",6.77,7.2,7.69,7.15
"900",2012-07-11,"青岛",6.46,6.96,7.47,6.79
"901",2012-08-10,"青岛",6.75,7.27,7.8,7.11
"902",2012-09-11,"青岛",NA,7.71,8.28,7.57
"903",2012-11-16,"青岛",NA,7.46,8.01,7.31
"904",2013-02-25,"青岛",7.15,7.71,8.27,7.56
"905",2013-03-27,"青岛",6.92,7.46,8,7.31
"906",2013-04-25,"青岛",6.63,7.14,7.66,6.96
"907",2013-05-10,"青岛",NA,7.22,7.74,7.04
"908",2013-06-07,"青岛",6.63,7.14,7.66,6.97
"909",2013-06-21,"青岛",6.7,7.22,7.74,7.04
"910",2013-07-06,"青岛",NA,7.16,7.68,6.98
"911",2013-07-20,"青岛",NA,7.42,7.96,7.25
"912",2013-08-31,"青岛",NA,7.6,8.16,7.44
"913",2013-09-14,"青岛",NA,7.68,8.24,7.52
"914",2013-09-30,"青岛",NA,NA,NA,NA
"915",2013-11-01,"青岛",NA,7.42,7.96,7.25
"916",2013-11-15,"青岛",6.81,7.29,7.82,7.12
"917",2013-11-29,"青岛",NA,7.42,7.96,7.25
"918",2013-12-13,"青岛",NA,7.47,8.01,7.3
"919",2014-01-11,"青岛",NA,7.6,8.15,7.2
"920",2014-01-25,"青岛",NA,7.5,8.04,7.09
"921",2014-02-27,"青岛",NA,7.66,8.22,7.26
"922",2014-03-27,"青岛",NA,7.55,8.1,NA
"923",2014-04-25,"青岛",NA,7.68,8.24,7.28
"924",2014-05-09,"青岛",NA,7.64,8.19,7.23
"925",2014-05-23,"青岛",NA,NA,NA,NA
"926",2014-06-24,"青岛",NA,7.83,8.4,7.43
"927",2014-07-22,"青岛",NA,7.63,8.18,7.23
"928",2014-08-19,"青岛",6.95,7.48,8.02,7.07
"929",2014-09-02,"青岛",NA,7.39,7.93,6.98
"930",2014-09-17,"青岛",NA,7.28,7.81,6.87
"931",2014-09-30,"青岛",NA,7.2,7.72,6.78
"932",2014-10-18,"青岛",6.81,6.96,7.47,6.53
"933",2014-11-01,"青岛",NA,6.76,7.25,6.33
"934",2014-11-15,"青岛",NA,6.61,7.09,6.18
"935",2014-12-13,"青岛",NA,6.47,NA,5.83
"936",2014-12-27,"青岛",6.81,6.05,6.5,5.4
"937",2015-01-13,"青岛",NA,5.91,6.34,5.2
"938",2015-01-27,"青岛",NA,5.62,6.03,4.9
"939",2015-02-10,"青岛",NA,5.85,6.28,5.14
"940",2015-02-28,"青岛",NA,6.16,6.61,5.47
"941",2015-03-27,"青岛",NA,5.97,6.41,5.27
"942",2015-04-11,"青岛",NA,6.07,6.51,5.69
"943",2015-04-25,"青岛",NA,6.31,6.77,5.81
"944",2015-05-12,"青岛",6.05,6.51,6.99,6.14
"945",2015-06-09,"青岛",NA,6.42,6.89,5.93
"946",2015-07-08,"青岛",NA,6.35,6.81,5.66
"947",2015-07-22,"青岛",NA,6.14,NA,5.43
"948",2015-08-05,"青岛",NA,5.96,6.39,5.24
"949",2015-08-19,"青岛",NA,5.79,6.21,5.06
"950",2015-09-02,"青岛",NA,NA,NA,NA
"951",2015-09-17,"青岛",NA,5.8,6.22,5.4
"952",2015-10-21,"青岛",5.39,5.8,5.97,NA
"953",2015-11-04,"青岛",NA,5.7,NA,5.4
"954",2015-11-18,"青岛",NA,5.63,6.04,5.22
"955",2015-12-02,"青岛",NA,5.52,5.92,5.1
"956",2016-01-14,"青岛",NA,5.54,5.94,4.99
"957",2016-04-27,"青岛",NA,NA,NA,NA
"958",2016-05-12,"青岛",5.36,5.77,6.19,5.36
"959",2016-05-26,"青岛",NA,NA,NA,NA
"960",2016-07-22,"青岛",NA,NA,NA,NA
"961",2016-08-05,"青岛",NA,NA,NA,NA
"962",2016-08-19,"青岛",NA,NA,NA,NA
"963",2016-09-02,"青岛",NA,NA,NA,NA
"964",2016-09-19,"青岛",NA,NA,NA,NA
"965",2016-10-20,"青岛",NA,NA,NA,NA
"966",2016-11-17,"青岛",NA,NA,NA,NA
"967",2016-12-01,"青岛",NA,NA,NA,NA
"968",2016-12-15,"青岛",NA,NA,NA,NA
