"","CST","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","City","Rain","Snow","Thunderstorm","Fog"
"1225",2016-04-06,32,27,22,"Bombay",0,0,0,0
"1226",2016-04-07,34,29,23,"Bombay",0,0,0,0
"1227",2016-04-08,37,30,24,"Bombay",0,0,0,0
"1228",2016-04-09,35,30,25,"Bombay",0,0,0,0
"1229",2016-04-10,34,29,23,"Bombay",0,0,0,0
"1230",2016-04-11,36,30,25,"Bombay",0,0,0,0
"1231",2016-04-12,36,30,24,"Bombay",0,0,0,0
"1232",2016-04-13,33,28,23,"Bombay",0,0,0,0
"1233",2016-04-14,33,28,23,"Bombay",0,0,0,0
"1234",2016-04-15,34,28,22,"Bombay",0,0,0,0
"1235",2016-04-16,32,28,23,"Bombay",0,0,0,0
"1236",2016-04-17,33,28,22,"Bombay",0,0,0,0
"1237",2016-04-18,33,29,24,"Bombay",0,0,0,0
"1238",2016-04-19,34,29,25,"Bombay",0,0,0,0
"1239",2016-04-20,33,29,26,"Bombay",0,0,0,0
"1240",2016-04-21,32,29,25,"Bombay",0,0,0,0
"1241",2016-04-22,32,28,24,"Bombay",0,0,0,0
"1242",2016-04-23,32,29,26,"Bombay",0,0,0,0
"1243",2016-04-24,32,29,25,"Bombay",0,0,0,0
"1244",2016-04-25,33,29,24,"Bombay",0,0,0,0
"1245",2016-04-26,33,28,22,"Bombay",0,0,0,0
"1246",2016-04-27,38,31,25,"Bombay",0,0,0,0
"1247",2016-04-28,36,31,25,"Bombay",0,0,0,0
"1248",2016-04-29,34,30,26,"Bombay",0,0,0,0
"1249",2016-04-30,34,29,25,"Bombay",0,0,0,0
"1250",2016-05-01,33,29,25,"Bombay",0,0,0,0
"1251",2016-05-02,34,30,26,"Bombay",0,0,0,0
"1252",2016-05-03,34,29,24,"Bombay",0,0,0,0
"1253",2016-05-04,34,30,26,"Bombay",0,0,0,0
"1254",2016-05-05,33,30,27,"Bombay",0,0,0,0
"1255",2016-05-06,33,29,25,"Bombay",0,0,0,0
"1256",2016-05-07,33,29,25,"Bombay",0,0,0,0
"1257",2016-05-08,33,30,26,"Bombay",0,0,0,0
"1258",2016-05-09,33,30,26,"Bombay",0,0,0,0
"1259",2016-05-10,34,30,26,"Bombay",0,0,1,0
"1260",2016-05-11,33,30,26,"Bombay",0,0,0,0
"1261",2016-05-12,33,30,26,"Bombay",0,0,0,0
"1262",2016-05-13,34,30,26,"Bombay",0,0,0,0
"1263",2016-05-14,34,31,27,"Bombay",0,0,0,0
"1264",2016-05-15,34,30,26,"Bombay",0,0,0,0
"1265",2016-05-16,34,30,27,"Bombay",0,0,0,0
"1266",2016-05-17,34,31,27,"Bombay",0,0,0,0
"1267",2016-05-18,34,31,28,"Bombay",0,0,0,0
"1268",2016-05-19,34,31,28,"Bombay",0,0,0,0
"1269",2016-05-20,34,32,29,"Bombay",0,0,0,0
"1270",2016-05-21,34,32,29,"Bombay",0,0,0,0
"1271",2016-05-22,34,32,29,"Bombay",0,0,0,0
"1272",2016-05-23,35,32,29,"Bombay",0,0,0,0
"1273",2016-05-24,35,32,29,"Bombay",0,0,0,0
"1274",2016-05-25,35,32,29,"Bombay",1,0,1,0
"1275",2016-05-26,35,32,29,"Bombay",1,0,0,0
"1276",2016-05-27,35,32,28,"Bombay",0,0,0,0
"1277",2016-05-28,35,32,28,"Bombay",0,0,0,0
"1278",2016-05-29,35,32,29,"Bombay",0,0,0,0
"1279",2016-05-30,36,32,29,"Bombay",0,0,0,0
"1280",2016-05-31,35,31,27,"Bombay",0,0,0,0
"1281",2016-06-01,35,32,29,"Bombay",0,0,0,0
"1282",2016-06-02,35,32,29,"Bombay",0,0,0,0
"1283",2016-06-03,36,32,28,"Bombay",0,0,0,0
"1284",2016-06-04,34,31,28,"Bombay",0,0,0,0
"1285",2016-06-05,33,30,27,"Bombay",0,0,1,0
"1286",2016-06-06,34,31,29,"Bombay",0,0,1,0
"1287",2016-06-07,35,32,28,"Bombay",0,0,0,0
"1288",2016-06-08,35,32,28,"Bombay",0,0,0,0
"1289",2016-06-09,35,32,29,"Bombay",0,0,0,0
"1290",2016-06-10,34,32,29,"Bombay",0,0,0,0
"1291",2016-06-11,31,28,26,"Bombay",1,0,1,0
"1292",2016-06-12,34,31,27,"Bombay",1,0,0,0
"1293",2016-06-13,34,32,29,"Bombay",0,0,0,0
"1294",2016-06-14,35,32,28,"Bombay",0,0,0,0
"1295",2016-06-15,34,31,27,"Bombay",1,0,0,0
"1296",2016-06-16,34,31,28,"Bombay",0,0,0,0
"1297",2016-06-17,34,31,28,"Bombay",0,0,0,0
"1298",2016-06-18,34,29,25,"Bombay",1,0,1,0
"1299",2016-06-19,31,28,25,"Bombay",1,0,0,0
"1300",2016-06-20,29,26,23,"Bombay",1,0,1,0
"1301",2016-06-21,32,28,24,"Bombay",1,0,1,0
"1302",2016-06-22,32,28,24,"Bombay",1,0,0,0
"1303",2016-06-23,31,28,25,"Bombay",1,0,1,0
"1304",2016-06-24,31,28,24,"Bombay",1,0,1,0
"1305",2016-06-25,27,26,24,"Bombay",1,0,1,0
"1306",2016-06-26,29,27,23,"Bombay",1,0,1,0
"1307",2016-06-27,29,27,24,"Bombay",1,0,0,0
"1308",2016-06-28,29,27,24,"Bombay",1,0,0,0
"1309",2016-06-29,28,26,23,"Bombay",1,0,0,0
"1310",2016-06-30,31,28,24,"Bombay",1,0,0,0
"1311",2016-07-01,29,26,23,"Bombay",1,0,1,0
"1312",2016-07-02,28,26,24,"Bombay",1,0,1,0
"1313",2016-07-03,29,27,24,"Bombay",1,0,0,0
"1314",2016-07-04,30,27,24,"Bombay",1,0,0,0
"1315",2016-07-05,31,27,24,"Bombay",1,0,0,0
"1316",2016-07-06,31,27,24,"Bombay",1,0,0,0
"1317",2016-07-07,29,28,26,"Bombay",1,0,0,0
"1318",2016-07-08,29,28,27,"Bombay",1,0,0,0
"1319",2016-07-09,29,27,25,"Bombay",1,0,0,0
"1320",2016-07-10,29,28,27,"Bombay",1,0,0,0
"1321",2016-07-11,29,28,26,"Bombay",1,0,0,0
"1322",2016-07-12,29,27,25,"Bombay",1,0,0,0
"1323",2016-07-13,31,27,24,"Bombay",1,0,0,0
"1324",2016-07-14,30,28,25,"Bombay",1,0,0,0
"1325",2016-07-15,31,28,24,"Bombay",1,0,0,0
"1326",2016-07-16,31,28,26,"Bombay",1,0,0,0
"1327",2016-07-17,32,28,24,"Bombay",1,0,0,0
"1328",2016-07-18,30,27,24,"Bombay",1,0,0,0
"1329",2016-07-19,27,25,23,"Bombay",1,0,0,0
"1330",2016-07-20,30,27,24,"Bombay",1,0,0,0
"1331",2016-07-21,28,26,23,"Bombay",1,0,0,0
"1332",2016-07-22,29,27,23,"Bombay",1,0,0,0
"1333",2016-07-23,32,28,23,"Bombay",1,0,0,0
"1334",2016-07-24,31,28,24,"Bombay",1,0,0,0
"1335",2016-07-25,29,27,24,"Bombay",1,0,0,0
"1336",2016-07-26,28,27,25,"Bombay",1,0,0,0
"1337",2016-07-27,28,26,23,"Bombay",1,0,0,0
"1338",2016-07-28,30,27,23,"Bombay",1,0,1,0
"1339",2016-07-29,28,25,22,"Bombay",1,0,0,0
"1340",2016-07-30,29,26,23,"Bombay",1,0,1,0
"1341",2016-07-31,27,26,25,"Bombay",1,0,0,0
"1342",2016-08-01,28,26,23,"Bombay",1,0,0,0
"1343",2016-08-02,28,26,24,"Bombay",1,0,0,0
"1344",2016-08-03,29,27,25,"Bombay",1,0,0,0
"1345",2016-08-04,31,28,24,"Bombay",1,0,0,0
"1346",2016-08-05,28,26,24,"Bombay",1,0,0,0
"1347",2016-08-06,28,27,24,"Bombay",1,0,0,0
"1348",2016-08-07,31,28,25,"Bombay",1,0,0,0
"1349",2016-08-08,31,28,25,"Bombay",1,0,0,0
"1350",2016-08-09,31,28,26,"Bombay",1,0,0,0
"1351",2016-08-10,31,28,24,"Bombay",1,0,0,0
"1352",2016-08-11,30,27,24,"Bombay",1,0,0,0
"1353",2016-08-12,31,28,25,"Bombay",1,0,0,0
"1354",2016-08-13,31,28,26,"Bombay",1,0,0,0
"1355",2016-08-14,30,28,26,"Bombay",1,0,0,0
"1356",2016-08-15,31,28,26,"Bombay",1,0,0,0
"1357",2016-08-16,31,28,26,"Bombay",1,0,0,0
"1358",2016-08-17,32,29,26,"Bombay",1,0,0,0
"1359",2016-08-18,31,28,24,"Bombay",1,0,0,0
"1360",2016-08-19,31,28,26,"Bombay",1,0,0,0
"1361",2016-08-20,31,28,25,"Bombay",1,0,0,0
"1362",2016-08-21,31,28,26,"Bombay",1,0,0,0
"1363",2016-08-22,30,28,26,"Bombay",1,0,0,0
"1364",2016-08-23,29,27,23,"Bombay",1,0,0,0
"1365",2016-08-24,31,28,24,"Bombay",1,0,0,0
"1366",2016-08-25,32,28,24,"Bombay",1,0,0,0
"1367",2016-08-26,28,26,24,"Bombay",1,0,0,0
"1368",2016-08-27,27,26,24,"Bombay",1,0,0,0
"1369",2016-08-28,28,26,23,"Bombay",1,0,0,0
"1370",2016-08-29,31,28,25,"Bombay",1,0,0,0
"1371",2016-08-30,29,27,25,"Bombay",1,0,0,0
"1372",2016-08-31,31,28,25,"Bombay",1,0,0,0
"1373",2016-09-01,31,28,25,"Bombay",1,0,0,0
"1374",2016-09-02,30,28,25,"Bombay",1,0,0,0
"1375",2016-09-03,31,27,23,"Bombay",1,0,0,0
"1376",2016-09-04,31,28,24,"Bombay",1,0,0,0
"1377",2016-09-05,31,28,25,"Bombay",0,0,0,0
"1378",2016-09-06,31,28,25,"Bombay",0,0,0,0
"1379",2016-09-07,31,28,25,"Bombay",1,0,0,0
"1380",2016-09-08,31,28,24,"Bombay",1,0,0,0
"1381",2016-09-09,31,28,24,"Bombay",1,0,0,0
"1382",2016-09-10,31,27,22,"Bombay",1,0,0,0
"1383",2016-09-11,31,28,24,"Bombay",1,0,0,0
"1384",2016-09-12,32,28,23,"Bombay",1,0,0,0
"1385",2016-09-13,30,27,23,"Bombay",1,0,0,0
"1386",2016-09-14,31,28,24,"Bombay",1,0,0,0
"1387",2016-09-15,27,26,25,"Bombay",1,0,1,0
"1388",2016-09-16,29,26,23,"Bombay",1,0,0,0
"1389",2016-09-17,29,26,23,"Bombay",1,0,1,0
"1390",2016-09-18,27,25,23,"Bombay",1,0,0,0
"1391",2016-09-19,29,26,23,"Bombay",1,0,0,0
"1392",2016-09-20,28,26,23,"Bombay",1,0,0,0
"1393",2016-09-21,27,24,22,"Bombay",1,0,1,0
"1394",2016-09-22,28,26,23,"Bombay",1,0,1,0
"1395",2016-09-23,28,26,24,"Bombay",1,0,1,0
"1396",2016-09-24,29,26,23,"Bombay",1,0,1,0
"1397",2016-09-25,29,27,23,"Bombay",1,0,1,0
"1398",2016-09-26,31,28,24,"Bombay",0,0,0,0
"1399",2016-09-27,29,27,25,"Bombay",1,0,0,0
"1400",2016-09-28,31,27,24,"Bombay",0,0,0,0
"1401",2016-09-29,31,28,24,"Bombay",1,0,0,0
"1402",2016-09-30,31,27,22,"Bombay",0,0,0,0
"1403",2016-10-01,28,26,24,"Bombay",1,0,0,0
"1404",2016-10-02,27,24,23,"Bombay",1,0,1,0
"1405",2016-10-03,27,25,23,"Bombay",1,0,1,0
"1406",2016-10-04,26,24,23,"Bombay",1,0,0,0
"1407",2016-10-05,28,26,22,"Bombay",1,0,0,0
"1408",2016-10-06,31,27,23,"Bombay",1,0,0,0
"1409",2016-10-07,32,28,24,"Bombay",1,0,0,0
"1410",2016-10-08,32,28,23,"Bombay",0,0,0,0
"1411",2016-10-09,31,27,23,"Bombay",0,0,0,0
"1412",2016-10-10,31,28,24,"Bombay",0,0,0,0
"1413",2016-10-11,32,28,24,"Bombay",0,0,0,0
"1414",2016-10-12,31,27,23,"Bombay",0,0,0,0
"1415",2016-10-13,33,28,22,"Bombay",0,0,0,0
"1416",2016-10-14,33,28,22,"Bombay",0,0,0,0
"1417",2016-10-15,33,27,21,"Bombay",0,0,0,0
"1418",2016-10-16,33,29,24,"Bombay",0,0,0,0
"1419",2016-10-17,34,29,24,"Bombay",0,0,0,0
"1420",2016-10-18,35,30,25,"Bombay",0,0,0,0
"1421",2016-10-19,35,29,22,"Bombay",0,0,0,0
"1422",2016-10-20,35,28,21,"Bombay",0,0,0,0
"1423",2016-10-21,34,27,21,"Bombay",0,0,0,0
"1424",2016-10-22,33,28,23,"Bombay",0,0,0,0
"1425",2016-10-23,33,28,23,"Bombay",0,0,0,0
"1426",2016-10-24,33,28,23,"Bombay",0,0,0,0
"1427",2016-10-25,31,27,22,"Bombay",0,0,0,0
"1428",2016-10-26,33,26,18,"Bombay",0,0,0,0
"1429",2016-10-27,35,28,20,"Bombay",0,0,0,0
"1430",2016-10-28,35,27,19,"Bombay",0,0,0,0
"1431",2016-10-29,34,27,20,"Bombay",0,0,0,0
"1432",2016-10-30,34,26,18,"Bombay",0,0,0,0
"1433",2016-10-31,36,28,20,"Bombay",0,0,0,0
"1434",2016-11-01,35,29,22,"Bombay",0,0,0,0
"1435",2016-11-02,35,28,22,"Bombay",0,0,0,0
"1436",2016-11-03,35,28,20,"Bombay",0,0,0,0
"1437",2016-11-04,32,25,18,"Bombay",0,0,0,0
"1438",2016-11-05,33,26,19,"Bombay",0,0,0,0
"1439",2016-11-06,34,27,19,"Bombay",0,0,0,0
"1440",2016-11-07,34,26,18,"Bombay",0,0,0,0
"1441",2016-11-08,34,26,17,"Bombay",0,0,0,0
"1442",2016-11-09,34,26,17,"Bombay",0,0,0,0
"1443",2016-11-10,34,25,16,"Bombay",0,0,0,0
"1444",2016-11-11,35,26,16,"Bombay",0,0,0,0
"1445",2016-11-12,34,26,17,"Bombay",0,0,0,0
"1446",2016-11-13,34,27,19,"Bombay",0,0,0,0
"1447",2016-11-14,34,27,19,"Bombay",0,0,0,0
"1448",2016-11-15,34,27,19,"Bombay",0,0,0,0
"1449",2016-11-16,36,29,22,"Bombay",0,0,0,0
"1450",2016-11-17,36,29,23,"Bombay",0,0,0,0
"1451",2016-11-18,34,28,22,"Bombay",0,0,0,0
"1452",2016-11-19,35,28,20,"Bombay",0,0,0,0
"1453",2016-11-20,34,26,16,"Bombay",0,0,0,0
"1454",2016-11-21,36,26,16,"Bombay",0,0,0,0
"1455",2016-11-22,36,27,17,"Bombay",0,0,0,0
"1456",2016-11-23,36,27,17,"Bombay",0,0,0,0
"1457",2016-11-24,36,27,18,"Bombay",0,0,0,0
"1458",2016-11-25,35,27,18,"Bombay",0,0,0,0
"1459",2016-11-26,36,27,17,"Bombay",0,0,0,0
"1460",2016-11-27,36,26,16,"Bombay",0,0,0,0
"1461",2016-11-28,36,27,18,"Bombay",0,0,0,0
"1462",2016-11-29,33,26,19,"Bombay",0,0,0,0
"1463",2016-11-30,32,26,18,"Bombay",0,0,0,0
"1464",2016-12-01,32,24,17,"Bombay",0,0,0,0
"1465",2016-12-02,36,27,18,"Bombay",0,0,0,0
"1466",2016-12-03,35,27,18,"Bombay",0,0,0,0
"1467",2016-12-04,36,29,22,"Bombay",0,0,0,0
"1468",2016-12-05,36,30,23,"Bombay",0,0,0,0
"1469",2016-12-06,34,28,21,"Bombay",0,0,0,0
"1470",2016-12-07,34,26,17,"Bombay",0,0,0,0
"1471",2016-12-08,34,26,17,"Bombay",0,0,0,0
"1472",2016-12-09,33,25,17,"Bombay",0,0,0,0
"1473",2016-12-10,31,23,16,"Bombay",0,0,0,0
"1474",2016-12-11,31,23,15,"Bombay",0,0,0,0
"1475",2016-12-12,34,24,16,"Bombay",0,0,0,0
"1476",2016-12-13,35,26,16,"Bombay",0,0,0,0
"1477",2016-12-14,35,27,18,"Bombay",0,0,0,0
"1478",2016-12-15,36,29,22,"Bombay",0,0,0,0
"1479",2016-12-16,34,28,22,"Bombay",0,0,0,0
"1480",2016-12-17,35,28,21,"Bombay",0,0,0,0
"1481",2016-12-18,33,26,18,"Bombay",0,0,0,0
"1482",2016-12-19,32,24,17,"Bombay",0,0,0,0
"1483",2016-12-20,34,26,18,"Bombay",0,0,0,0
"1484",2016-12-21,34,25,16,"Bombay",0,0,0,0
"1485",2016-12-22,33,24,16,"Bombay",0,0,0,0
"1486",2016-12-23,32,24,16,"Bombay",0,0,0,0
"1487",2016-12-24,31,23,16,"Bombay",0,0,0,0
"1488",2016-12-25,32,24,16,"Bombay",0,0,0,0
"1489",2016-12-26,33,24,16,"Bombay",0,0,0,0
"1490",2016-12-27,32,23,15,"Bombay",0,0,0,0
"1491",2016-12-28,34,26,17,"Bombay",0,0,0,0
"1492",2016-12-29,34,25,16,"Bombay",0,0,0,0
"1493",2016-12-30,35,26,16,"Bombay",0,0,0,0
"1494",2016-12-31,33,24,17,"Bombay",0,0,0,0
"1495",2017-01-01,31,23,16,"Bombay",0,0,0,0
"1496",2017-01-02,33,24,16,"Bombay",0,0,0,0
"1497",2017-01-03,33,24,15,"Bombay",0,0,0,0
"1498",2017-01-04,32,23,14,"Bombay",0,0,0,0
"1499",2017-01-05,31,23,14,"Bombay",0,0,0,0
"1500",2017-01-06,28,21,14,"Bombay",0,0,0,0
"1501",2017-01-07,28,22,16,"Bombay",0,0,0,0
"1502",2017-01-08,29,23,17,"Bombay",0,0,0,0
"1503",2017-01-09,28,22,17,"Bombay",0,0,0,0
"1504",2017-01-10,28,21,13,"Bombay",0,0,0,0
"1505",2017-01-11,28,20,12,"Bombay",0,0,0,0
"1506",2017-01-12,29,20,12,"Bombay",0,0,0,0
"1507",2017-01-13,31,22,13,"Bombay",0,0,0,0
"1508",2017-01-14,32,24,16,"Bombay",0,0,0,0
"1509",2017-01-15,33,26,18,"Bombay",0,0,0,0
"1510",2017-01-16,30,23,17,"Bombay",0,0,0,0
"1511",2017-01-17,29,23,16,"Bombay",0,0,0,0
"1512",2017-01-18,29,22,15,"Bombay",0,0,0,0
"1513",2017-01-19,33,24,17,"Bombay",0,0,0,0
"1514",2017-01-20,32,24,17,"Bombay",0,0,0,0
"1515",2017-01-21,32,24,16,"Bombay",0,0,0,0
"1516",2017-01-22,34,26,18,"Bombay",0,0,0,0
"1517",2017-01-23,36,27,18,"Bombay",0,0,0,0
"1518",2017-01-24,36,27,19,"Bombay",0,0,0,0
"1519",2017-01-25,34,27,19,"Bombay",0,0,0,0
"1520",2017-01-26,32,26,18,"Bombay",0,0,0,0
"1521",2017-01-27,31,23,16,"Bombay",0,0,0,0
"1522",2017-01-28,36,26,17,"Bombay",0,0,0,0
"1523",2017-01-29,34,26,17,"Bombay",0,0,0,0
"1524",2017-01-30,33,26,17,"Bombay",0,0,0,0
"1525",2017-01-31,32,24,17,"Bombay",0,0,0,0
"1526",2017-02-01,32,24,16,"Bombay",0,0,0,0
"1527",2015-01-01,30,26,22,"Sydney",1,0,0,0
"1528",2015-01-02,26,23,21,"Sydney",1,0,0,0
"1529",2015-01-03,31,27,23,"Sydney",0,0,0,0
"1530",2015-01-04,33,27,22,"Sydney",0,0,0,0
"1531",2015-01-05,25,23,21,"Sydney",0,0,0,0
"1532",2015-01-06,28,24,21,"Sydney",0,0,0,0
"1533",2015-01-07,31,27,22,"Sydney",0,0,0,0
"1534",2015-01-08,31,26,21,"Sydney",0,0,0,0
"1535",2015-01-09,32,27,22,"Sydney",1,0,1,0
"1536",2015-01-10,28,24,21,"Sydney",1,0,1,0
"1537",2015-01-11,22,21,20,"Sydney",1,0,0,0
"1538",2015-01-12,23,21,20,"Sydney",1,0,0,0
"1539",2015-01-13,27,23,19,"Sydney",1,0,0,0
"1540",2015-01-14,34,28,23,"Sydney",1,0,0,0
"1541",2015-01-15,26,23,22,"Sydney",0,0,0,0
"1542",2015-01-16,28,24,21,"Sydney",0,0,0,0
"1543",2015-01-17,35,28,21,"Sydney",0,0,0,0
"1544",2015-01-18,27,24,21,"Sydney",0,0,0,0
"1545",2015-01-19,23,21,20,"Sydney",1,0,0,0
"1546",2015-01-20,26,22,18,"Sydney",1,0,0,0
"1547",2015-01-21,28,23,19,"Sydney",1,0,1,0
"1548",2015-01-22,28,26,22,"Sydney",0,0,0,0
"1549",2015-01-23,31,27,23,"Sydney",0,0,0,0
"1550",2015-01-24,31,27,23,"Sydney",1,0,1,0
"1551",2015-01-25,35,28,21,"Sydney",1,0,0,0
"1552",2015-01-26,22,21,19,"Sydney",1,0,0,0
"1553",2015-01-27,20,19,18,"Sydney",1,0,0,0
"1554",2015-01-28,21,19,17,"Sydney",1,0,0,0
"1555",2015-01-29,21,18,15,"Sydney",0,0,0,0
"1556",2015-01-30,25,19,14,"Sydney",0,0,0,0
"1557",2015-01-31,25,21,17,"Sydney",0,0,0,0
"1558",2015-02-01,24,22,19,"Sydney",1,0,0,0
"1559",2015-02-02,22,21,19,"Sydney",1,0,1,0
"1560",2015-02-03,23,21,20,"Sydney",1,0,0,0
"1561",2015-02-04,23,20,17,"Sydney",1,0,0,0
"1562",2015-02-05,23,21,18,"Sydney",1,0,0,0
"1563",2015-02-06,26,22,18,"Sydney",0,0,0,0
"1564",2015-02-07,27,23,19,"Sydney",1,0,0,0
"1565",2015-02-08,33,26,19,"Sydney",0,0,0,0
"1566",2015-02-09,27,24,22,"Sydney",1,0,0,0
"1567",2015-02-10,27,24,22,"Sydney",0,0,0,0
"1568",2015-02-11,30,26,22,"Sydney",1,0,0,0
"1569",2015-02-12,29,26,22,"Sydney",1,0,1,0
"1570",2015-02-13,27,23,20,"Sydney",1,0,1,0
"1571",2015-02-14,28,24,21,"Sydney",1,0,1,0
"1572",2015-02-15,29,24,19,"Sydney",0,0,0,1
"1573",2015-02-16,29,26,22,"Sydney",0,0,0,0
"1574",2015-02-17,29,26,22,"Sydney",0,0,0,0
"1575",2015-02-18,29,26,23,"Sydney",0,0,0,0
"1576",2015-02-19,27,24,22,"Sydney",1,0,0,0
"1577",2015-02-20,27,24,21,"Sydney",1,0,0,0
"1578",2015-02-21,24,22,21,"Sydney",1,0,0,0
"1579",2015-02-22,27,23,20,"Sydney",1,0,0,0
"1580",2015-02-23,27,24,22,"Sydney",1,0,0,0
"1581",2015-02-24,24,22,21,"Sydney",1,0,0,0
"1582",2015-02-25,23,21,19,"Sydney",1,0,0,0
"1583",2015-02-26,27,23,19,"Sydney",1,0,0,0
"1584",2015-02-27,27,24,21,"Sydney",1,0,0,0
"1585",2015-02-28,28,24,20,"Sydney",0,0,0,0
"1586",2015-03-01,38,29,20,"Sydney",1,0,1,0
"1587",2015-03-02,24,21,18,"Sydney",0,0,0,0
"1588",2015-03-03,28,23,18,"Sydney",0,0,0,0
"1589",2015-03-04,28,24,21,"Sydney",1,0,0,0
"1590",2015-03-05,26,23,19,"Sydney",0,0,0,0
"1591",2015-03-06,30,23,16,"Sydney",0,0,0,0
"1592",2015-03-07,26,22,18,"Sydney",1,0,0,0
"1593",2015-03-08,24,22,20,"Sydney",0,0,0,0
"1594",2015-03-09,31,26,20,"Sydney",0,0,0,0
"1595",2015-03-10,25,23,21,"Sydney",1,0,0,0
"1596",2015-03-11,29,24,21,"Sydney",1,0,1,0
"1597",2015-03-12,26,23,20,"Sydney",0,0,0,0
"1598",2015-03-13,23,20,18,"Sydney",1,0,0,0
"1599",2015-03-14,24,20,16,"Sydney",1,0,0,0
"1600",2015-03-15,23,20,17,"Sydney",1,0,1,0
"1601",2015-03-16,23,19,16,"Sydney",0,0,0,0
"1602",2015-03-17,25,20,16,"Sydney",0,0,0,0
"1603",2015-03-18,30,24,19,"Sydney",1,0,1,0
"1604",2015-03-19,27,23,19,"Sydney",0,0,0,0
"1605",2015-03-20,29,24,19,"Sydney",1,0,1,0
"1606",2015-03-21,23,20,18,"Sydney",1,0,0,0
"1607",2015-03-22,25,22,18,"Sydney",1,0,0,0
"1608",2015-03-23,27,23,18,"Sydney",0,0,0,0
"1609",2015-03-24,26,23,20,"Sydney",1,0,1,0
"1610",2015-03-25,23,19,15,"Sydney",0,0,0,0
"1611",2015-03-26,28,23,18,"Sydney",0,0,0,0
"1612",2015-03-27,26,20,14,"Sydney",0,0,0,0
"1613",2015-03-28,22,19,15,"Sydney",0,0,0,0
"1614",2015-03-29,26,21,15,"Sydney",0,0,0,0
"1615",2015-03-30,24,20,16,"Sydney",1,0,1,0
"1616",2015-03-31,23,20,18,"Sydney",1,0,1,0
"1617",2015-04-01,27,22,17,"Sydney",1,0,0,1
"1618",2015-04-02,31,24,19,"Sydney",1,0,1,0
"1619",2015-04-03,21,19,17,"Sydney",1,0,0,0
"1620",2015-04-04,20,18,16,"Sydney",1,0,0,1
"1621",2015-04-05,22,19,16,"Sydney",1,0,0,0
"1622",2015-04-06,26,20,15,"Sydney",1,0,1,1
"1623",2015-04-07,24,19,15,"Sydney",1,0,1,0
"1624",2015-04-08,22,18,14,"Sydney",0,0,0,0
"1625",2015-04-09,20,18,15,"Sydney",0,0,0,0
"1626",2015-04-10,20,17,14,"Sydney",1,0,0,0
"1627",2015-04-11,21,18,16,"Sydney",1,0,0,0
"1628",2015-04-12,21,18,15,"Sydney",1,0,0,0
"1629",2015-04-13,20,18,15,"Sydney",1,0,0,0
"1630",2015-04-14,23,19,14,"Sydney",0,0,0,0
"1631",2015-04-15,26,20,15,"Sydney",1,0,1,0
"1632",2015-04-16,32,24,17,"Sydney",0,0,0,0
"1633",2015-04-17,23,21,19,"Sydney",1,0,0,0
"1634",2015-04-18,29,24,20,"Sydney",1,0,0,0
"1635",2015-04-19,21,18,15,"Sydney",1,0,0,0
"1636",2015-04-20,17,16,14,"Sydney",1,0,0,0
"1637",2015-04-21,17,16,14,"Sydney",1,0,1,0
"1638",2015-04-22,18,16,13,"Sydney",1,0,1,0
"1639",2015-04-23,21,18,14,"Sydney",0,0,0,1
"1640",2015-04-24,27,21,15,"Sydney",0,0,0,1
"1641",2015-04-25,23,19,13,"Sydney",1,0,1,0
"1642",2015-04-26,17,14,12,"Sydney",1,0,0,0
"1643",2015-04-27,18,15,12,"Sydney",0,0,0,0
"1644",2015-04-28,18,14,11,"Sydney",1,0,0,0
"1645",2015-04-29,18,14,11,"Sydney",1,0,0,0
"1646",2015-04-30,19,17,14,"Sydney",1,0,0,0
"1647",2015-05-01,20,17,14,"Sydney",1,0,0,0
"1648",2015-05-02,23,20,17,"Sydney",1,0,0,0
"1649",2015-05-03,21,19,18,"Sydney",1,0,0,0
"1650",2015-05-04,21,19,17,"Sydney",0,0,0,0
"1651",2015-05-05,28,21,15,"Sydney",0,0,0,1
"1652",2015-05-06,21,17,13,"Sydney",0,0,0,0
"1653",2015-05-07,20,16,11,"Sydney",0,0,0,0
"1654",2015-05-08,21,16,11,"Sydney",0,0,0,0
"1655",2015-05-09,22,17,11,"Sydney",0,0,0,0
"1656",2015-05-10,22,17,11,"Sydney",0,0,0,0
"1657",2015-05-11,22,18,15,"Sydney",0,0,0,0
"1658",2015-05-12,23,17,12,"Sydney",0,0,0,0
"1659",2015-05-13,17,13,9,"Sydney",1,0,0,0
"1660",2015-05-14,18,12,7,"Sydney",0,0,0,0
"1661",2015-05-15,18,14,11,"Sydney",0,0,0,0
"1662",2015-05-16,18,16,14,"Sydney",1,0,0,0
"1663",2015-05-17,19,14,10,"Sydney",1,0,0,0
"1664",2015-05-18,18,14,11,"Sydney",1,0,0,0
"1665",2015-05-19,22,18,14,"Sydney",1,0,0,0
"1666",2015-05-20,25,20,14,"Sydney",1,0,0,0
"1667",2015-05-21,20,17,14,"Sydney",1,0,1,0
"1668",2015-05-22,17,14,12,"Sydney",1,0,0,0
"1669",2015-05-23,17,14,11,"Sydney",1,0,0,0
"1670",2015-05-24,19,13,8,"Sydney",0,0,0,0
"1671",2015-05-25,19,14,9,"Sydney",0,0,0,0
"1672",2015-05-26,18,13,8,"Sydney",0,0,0,0
"1673",2015-05-27,21,16,11,"Sydney",0,0,0,0
