Date	Open	High	Low	Close	Index	Country
07-18-2016	2034.02	2040.10	2017.10	2027.88	SZSE COMPOSITE INDEX	China-Shenzhen
07-15-2016	2045.10	2047.76	2030.91	2038.73	SZSE COMPOSITE INDEX	China-Shenzhen
07-14-2016	2039.56	2045.44	2031.48	2044.93	SZSE COMPOSITE INDEX	China-Shenzhen
07-13-2016	2029.41	2047.32	2024.40	2041.66	SZSE COMPOSITE INDEX	China-Shenzhen
07-12-2016	1998.75	2025.02	1973.74	2025.02	SZSE COMPOSITE INDEX	China-Shenzhen
07-11-2016	2015.55	2027.82	1999.34	2000.98	SZSE COMPOSITE INDEX	China-Shenzhen
07-8-2016	2013.17	2023.63	2003.63	2012.29	SZSE COMPOSITE INDEX	China-Shenzhen
07-7-2016	2013.22	2022.65	1995.40	2015.15	SZSE COMPOSITE INDEX	China-Shenzhen
07-6-2016	2000.86	2015.81	1995.00	2015.17	SZSE COMPOSITE INDEX	China-Shenzhen
07-5-2016	2002.42	2009.24	1992.73	2006.38	SZSE COMPOSITE INDEX	China-Shenzhen
07-4-2016	1956.49	2005.00	1955.21	2001.69	SZSE COMPOSITE INDEX	China-Shenzhen
07-1-2016	1976.31	1985.90	1963.81	1970.72	SZSE COMPOSITE INDEX	China-Shenzhen
06-30-2016	1973.94	1979.02	1963.80	1974.24	SZSE COMPOSITE INDEX	China-Shenzhen
06-29-2016	1977.41	1982.26	1963.90	1973.34	SZSE COMPOSITE INDEX	China-Shenzhen
06-28-2016	1940.28	1972.11	1937.99	1970.38	SZSE COMPOSITE INDEX	China-Shenzhen
06-27-2016	1887.92	1946.70	1887.82	1946.70	SZSE COMPOSITE INDEX	China-Shenzhen
06-24-2016	1912.13	1927.44	1845.64	1900.60	SZSE COMPOSITE INDEX	China-Shenzhen
06-23-2016	1920.00	1926.27	1900.86	1915.21	SZSE COMPOSITE INDEX	China-Shenzhen
06-22-2016	1884.46	1921.38	1882.55	1921.38	SZSE COMPOSITE INDEX	China-Shenzhen
06-21-2016	1920.11	1932.32	1881.07	1889.71	SZSE COMPOSITE INDEX	China-Shenzhen
06-20-2016	1900.91	1913.30	1882.78	1909.12	SZSE COMPOSITE INDEX	China-Shenzhen
06-17-2016	1890.00	1914.33	1885.62	1900.74	SZSE COMPOSITE INDEX	China-Shenzhen
06-16-2016	1888.44	1900.03	1879.59	1885.44	SZSE COMPOSITE INDEX	China-Shenzhen
06-15-2016	1812.96	1897.91	1810.66	1889.87	SZSE COMPOSITE INDEX	China-Shenzhen
06-14-2016	1817.77	1836.68	1812.31	1832.63	SZSE COMPOSITE INDEX	China-Shenzhen
06-13-2016	1892.07	1905.11	1827.36	1827.36	SZSE COMPOSITE INDEX	China-Shenzhen
06-8-2016	1921.39	1930.45	1901.68	1918.62	SZSE COMPOSITE INDEX	China-Shenzhen
06-7-2016	1920.40	1926.35	1909.06	1924.88	SZSE COMPOSITE INDEX	China-Shenzhen
06-6-2016	1920.65	1924.55	1906.74	1920.12	SZSE COMPOSITE INDEX	China-Shenzhen
06-3-2016	1905.23	1927.45	1899.83	1914.81	SZSE COMPOSITE INDEX	China-Shenzhen
06-2-2016	1884.00	1904.74	1882.76	1904.74	SZSE COMPOSITE INDEX	China-Shenzhen
06-1-2016	1877.30	1898.51	1876.62	1886.51	SZSE COMPOSITE INDEX	China-Shenzhen
05-31-2016	1801.03	1872.36	1801.03	1872.36	SZSE COMPOSITE INDEX	China-Shenzhen
05-30-2016	1795.93	1813.94	1780.59	1798.77	SZSE COMPOSITE INDEX	China-Shenzhen
05-27-2016	1804.49	1820.24	1799.81	1807.04	SZSE COMPOSITE INDEX	China-Shenzhen
05-26-2016	1795.17	1808.93	1763.45	1808.93	SZSE COMPOSITE INDEX	China-Shenzhen
05-25-2016	1816.07	1825.33	1792.65	1800.23	SZSE COMPOSITE INDEX	China-Shenzhen
05-24-2016	1818.36	1818.36	1792.33	1804.60	SZSE COMPOSITE INDEX	China-Shenzhen
05-23-2016	1799.05	1821.80	1799.05	1820.99	SZSE COMPOSITE INDEX	China-Shenzhen
05-20-2016	1761.34	1794.95	1755.23	1794.95	SZSE COMPOSITE INDEX	China-Shenzhen
05-19-2016	1764.79	1798.46	1764.79	1775.88	SZSE COMPOSITE INDEX	China-Shenzhen
05-18-2016	1799.43	1799.43	1746.76	1766.08	SZSE COMPOSITE INDEX	China-Shenzhen
05-17-2016	1816.19	1832.43	1801.81	1814.68	SZSE COMPOSITE INDEX	China-Shenzhen
05-16-2016	1778.94	1815.03	1771.26	1815.03	SZSE COMPOSITE INDEX	China-Shenzhen
05-13-2016	1784.19	1806.39	1774.56	1784.33	SZSE COMPOSITE INDEX	China-Shenzhen
05-12-2016	1766.26	1790.36	1738.70	1790.03	SZSE COMPOSITE INDEX	China-Shenzhen
05-11-2016	1812.25	1817.29	1784.99	1791.06	SZSE COMPOSITE INDEX	China-Shenzhen
05-10-2016	1799.71	1812.78	1792.46	1802.27	SZSE COMPOSITE INDEX	China-Shenzhen
05-9-2016	1852.65	1852.65	1795.86	1804.34	SZSE COMPOSITE INDEX	China-Shenzhen
05-6-2016	1944.29	1950.11	1871.61	1871.61	SZSE COMPOSITE INDEX	China-Shenzhen
05-5-2016	1925.32	1943.45	1921.41	1942.54	SZSE COMPOSITE INDEX	China-Shenzhen
05-4-2016	1922.11	1943.30	1919.67	1928.63	SZSE COMPOSITE INDEX	China-Shenzhen
05-3-2016	1873.68	1929.03	1865.76	1929.03	SZSE COMPOSITE INDEX	China-Shenzhen
04-29-2016	1866.05	1883.54	1863.61	1873.99	SZSE COMPOSITE INDEX	China-Shenzhen
04-28-2016	1876.75	1880.43	1840.25	1874.31	SZSE COMPOSITE INDEX	China-Shenzhen
04-27-2016	1884.49	1896.08	1873.29	1876.51	SZSE COMPOSITE INDEX	China-Shenzhen
04-26-2016	1857.68	1881.99	1855.30	1881.99	SZSE COMPOSITE INDEX	China-Shenzhen
04-25-2016	1861.80	1865.61	1835.88	1859.90	SZSE COMPOSITE INDEX	China-Shenzhen
04-22-2016	1836.13	1867.56	1832.43	1867.56	SZSE COMPOSITE INDEX	China-Shenzhen
04-21-2016	1862.59	1885.17	1846.58	1848.53	SZSE COMPOSITE INDEX	China-Shenzhen
04-20-2016	1963.61	1966.63	1840.16	1871.51	SZSE COMPOSITE INDEX	China-Shenzhen
04-19-2016	1960.46	1966.54	1944.57	1958.20	SZSE COMPOSITE INDEX	China-Shenzhen
04-18-2016	1965.74	1965.74	1938.77	1952.41	SZSE COMPOSITE INDEX	China-Shenzhen
04-15-2016	1982.87	1985.54	1967.52	1978.58	SZSE COMPOSITE INDEX	China-Shenzhen
04-14-2016	1972.65	1982.45	1957.77	1982.45	SZSE COMPOSITE INDEX	China-Shenzhen
04-13-2016	1945.74	1984.96	1945.74	1962.43	SZSE COMPOSITE INDEX	China-Shenzhen
04-12-2016	1950.31	1954.42	1914.62	1935.60	SZSE COMPOSITE INDEX	China-Shenzhen
04-11-2016	1931.60	1961.69	1931.60	1952.48	SZSE COMPOSITE INDEX	China-Shenzhen
04-8-2016	1914.38	1920.75	1889.83	1914.32	SZSE COMPOSITE INDEX	China-Shenzhen
04-7-2016	1967.06	1970.87	1930.26	1930.26	SZSE COMPOSITE INDEX	China-Shenzhen
04-6-2016	1943.92	1963.07	1939.44	1961.71	SZSE COMPOSITE INDEX	China-Shenzhen
04-5-2016	1903.64	1953.46	1899.90	1951.11	SZSE COMPOSITE INDEX	China-Shenzhen
04-1-2016	1903.34	1909.42	1872.51	1901.52	SZSE COMPOSITE INDEX	China-Shenzhen
03-31-2016	1916.61	1931.43	1906.68	1912.21	SZSE COMPOSITE INDEX	China-Shenzhen
03-30-2016	1856.29	1906.77	1856.29	1906.77	SZSE COMPOSITE INDEX	China-Shenzhen
03-29-2016	1871.17	1874.60	1824.89	1840.51	SZSE COMPOSITE INDEX	China-Shenzhen
03-28-2016	1896.36	1914.82	1868.74	1874.66	SZSE COMPOSITE INDEX	China-Shenzhen
03-25-2016	1870.32	1890.65	1861.10	1885.18	SZSE COMPOSITE INDEX	China-Shenzhen
03-24-2016	1885.12	1911.58	1869.33	1876.11	SZSE COMPOSITE INDEX	China-Shenzhen
03-23-2016	1874.56	1902.53	1870.08	1902.53	SZSE COMPOSITE INDEX	China-Shenzhen
03-22-2016	1870.56	1896.21	1860.43	1880.78	SZSE COMPOSITE INDEX	China-Shenzhen
03-21-2016	1860.61	1886.37	1855.27	1886.37	SZSE COMPOSITE INDEX	China-Shenzhen
03-18-2016	1780.45	1843.27	1780.04	1837.21	SZSE COMPOSITE INDEX	China-Shenzhen
03-17-2016	1717.91	1777.30	1717.91	1772.43	SZSE COMPOSITE INDEX	China-Shenzhen
03-16-2016	1741.87	1748.01	1700.08	1711.47	SZSE COMPOSITE INDEX	China-Shenzhen
03-15-2016	1740.03	1748.87	1722.53	1729.08	SZSE COMPOSITE INDEX	China-Shenzhen
03-14-2016	1704.51	1762.68	1704.51	1745.29	SZSE COMPOSITE INDEX	China-Shenzhen
03-11-2016	1670.45	1697.73	1663.31	1685.24	SZSE COMPOSITE INDEX	China-Shenzhen
03-10-2016	1714.38	1728.64	1686.99	1688.97	SZSE COMPOSITE INDEX	China-Shenzhen
03-9-2016	1712.19	1740.96	1700.47	1713.44	SZSE COMPOSITE INDEX	China-Shenzhen
03-8-2016	1738.72	1750.54	1673.49	1750.54	SZSE COMPOSITE INDEX	China-Shenzhen
03-7-2016	1724.18	1759.78	1724.10	1741.65	SZSE COMPOSITE INDEX	China-Shenzhen
03-4-2016	1749.33	1762.23	1687.37	1706.97	SZSE COMPOSITE INDEX	China-Shenzhen
03-3-2016	1760.32	1793.43	1756.77	1758.13	SZSE COMPOSITE INDEX	China-Shenzhen
03-2-2016	1677.44	1763.39	1676.68	1760.58	SZSE COMPOSITE INDEX	China-Shenzhen
03-1-2016	1643.55	1693.78	1620.58	1681.47	SZSE COMPOSITE INDEX	China-Shenzhen
02-29-2016	1726.78	1726.78	1627.18	1643.36	SZSE COMPOSITE INDEX	China-Shenzhen
02-26-2016	1750.51	1759.80	1701.50	1736.54	SZSE COMPOSITE INDEX	China-Shenzhen
02-25-2016	1872.25	1872.25	1731.58	1738.67	SZSE COMPOSITE INDEX	China-Shenzhen
02-24-2016	1869.43	1887.11	1836.91	1876.47	SZSE COMPOSITE INDEX	China-Shenzhen
02-23-2016	1890.32	1894.54	1852.45	1877.19	SZSE COMPOSITE INDEX	China-Shenzhen
02-22-2016	1874.49	1888.18	1865.08	1888.18	SZSE COMPOSITE INDEX	China-Shenzhen
02-19-2016	1835.56	1861.72	1831.75	1850.51	SZSE COMPOSITE INDEX	China-Shenzhen
02-18-2016	1859.52	1867.98	1838.10	1841.42	SZSE COMPOSITE INDEX	China-Shenzhen
02-17-2016	1821.48	1850.36	1810.13	1847.65	SZSE COMPOSITE INDEX	China-Shenzhen
02-16-2016	1759.40	1826.15	1759.40	1821.71	SZSE COMPOSITE INDEX	China-Shenzhen
02-15-2016	1693.81	1759.91	1693.34	1750.02	SZSE COMPOSITE INDEX	China-Shenzhen
02-5-2016	1773.71	1780.13	1750.46	1750.70	SZSE COMPOSITE INDEX	China-Shenzhen
02-4-2016	1742.40	1779.79	1742.40	1771.07	SZSE COMPOSITE INDEX	China-Shenzhen
02-3-2016	1709.48	1744.58	1698.09	1737.20	SZSE COMPOSITE INDEX	China-Shenzhen
02-2-2016	1673.00	1734.52	1673.00	1729.09	SZSE COMPOSITE INDEX	China-Shenzhen
02-1-2016	1684.72	1699.01	1647.37	1671.91	SZSE COMPOSITE INDEX	China-Shenzhen
01-29-2016	1624.85	1703.66	1620.51	1689.43	SZSE COMPOSITE INDEX	China-Shenzhen
01-28-2016	1676.88	1696.71	1622.47	1629.07	SZSE COMPOSITE INDEX	China-Shenzhen
01-27-2016	1720.44	1725.25	1618.12	1700.15	SZSE COMPOSITE INDEX	China-Shenzhen
01-26-2016	1824.40	1826.62	1710.44	1714.42	SZSE COMPOSITE INDEX	China-Shenzhen
01-25-2016	1843.10	1863.38	1827.37	1845.78	SZSE COMPOSITE INDEX	China-Shenzhen
01-22-2016	1820.85	1837.71	1772.01	1827.34	SZSE COMPOSITE INDEX	China-Shenzhen
01-21-2016	1845.58	1895.06	1800.99	1800.99	SZSE COMPOSITE INDEX	China-Shenzhen
01-20-2016	1883.04	1909.46	1862.69	1876.31	SZSE COMPOSITE INDEX	China-Shenzhen
01-19-2016	1825.47	1898.53	1820.58	1895.75	SZSE COMPOSITE INDEX	China-Shenzhen
01-18-2016	1759.49	1851.51	1758.19	1830.33	SZSE COMPOSITE INDEX	China-Shenzhen
01-15-2016	1845.17	1863.36	1785.51	1796.13	SZSE COMPOSITE INDEX	China-Shenzhen
01-14-2016	1732.53	1862.08	1729.99	1859.37	SZSE COMPOSITE INDEX	China-Shenzhen
01-13-2016	1864.19	1880.62	1791.10	1791.18	SZSE COMPOSITE INDEX	China-Shenzhen
01-12-2016	1846.44	1879.20	1811.79	1855.39	SZSE COMPOSITE INDEX	China-Shenzhen
01-11-2016	1934.24	1958.92	1847.88	1848.10	SZSE COMPOSITE INDEX	China-Shenzhen
01-8-2016	2002.21	2021.70	1878.49	1978.72	SZSE COMPOSITE INDEX	China-Shenzhen
01-7-2016	2094.66	2094.66	1955.88	1958.09	SZSE COMPOSITE INDEX	China-Shenzhen
01-6-2016	2090.37	2133.96	2071.65	2133.96	SZSE COMPOSITE INDEX	China-Shenzhen
01-5-2016	2012.61	2121.39	2005.39	2079.77	SZSE COMPOSITE INDEX	China-Shenzhen
01-4-2016	2304.48	2304.49	2119.10	2119.16	SZSE COMPOSITE INDEX	China-Shenzhen
12-31-2015	2352.43	2356.90	2308.84	2308.91	SZSE COMPOSITE INDEX	China-Shenzhen
12-30-2015	2333.63	2352.87	2327.13	2351.35	SZSE COMPOSITE INDEX	China-Shenzhen
12-29-2015	2305.48	2330.36	2286.99	2330.36	SZSE COMPOSITE INDEX	China-Shenzhen
12-28-2015	2367.97	2377.20	2308.38	2308.38	SZSE COMPOSITE INDEX	China-Shenzhen
12-25-2015	2350.94	2366.06	2343.77	2359.73	SZSE COMPOSITE INDEX	China-Shenzhen
12-24-2015	2344.78	2352.81	2307.47	2346.37	SZSE COMPOSITE INDEX	China-Shenzhen
12-23-2015	2381.46	2386.31	2345.37	2351.06	SZSE COMPOSITE INDEX	China-Shenzhen
12-22-2015	2363.28	2379.63	2348.96	2379.63	SZSE COMPOSITE INDEX	China-Shenzhen
12-21-2015	2331.31	2361.52	2329.68	2357.99	SZSE COMPOSITE INDEX	China-Shenzhen
12-18-2015	2341.75	2350.70	2322.03	2335.60	SZSE COMPOSITE INDEX	China-Shenzhen
12-17-2015	2294.20	2342.18	2294.20	2342.18	SZSE COMPOSITE INDEX	China-Shenzhen
12-16-2015	2272.44	2295.10	2271.34	2280.12	SZSE COMPOSITE INDEX	China-Shenzhen
12-15-2015	2242.85	2273.14	2242.85	2264.72	SZSE COMPOSITE INDEX	China-Shenzhen
12-14-2015	2174.72	2239.68	2171.26	2239.68	SZSE COMPOSITE INDEX	China-Shenzhen
12-11-2015	2203.17	2215.40	2185.78	2195.86	SZSE COMPOSITE INDEX	China-Shenzhen
12-10-2015	2212.31	2236.51	2206.39	2211.86	SZSE COMPOSITE INDEX	China-Shenzhen
12-9-2015	2209.17	2230.78	2197.17	2214.21	SZSE COMPOSITE INDEX	China-Shenzhen
12-8-2015	2250.17	2252.25	2213.48	2221.27	SZSE COMPOSITE INDEX	China-Shenzhen
12-7-2015	2237.12	2263.43	2222.26	2261.41	SZSE COMPOSITE INDEX	China-Shenzhen
12-4-2015	2236.77	2260.42	2217.21	2233.26	SZSE COMPOSITE INDEX	China-Shenzhen
12-3-2015	2191.59	2243.94	2191.59	2243.94	SZSE COMPOSITE INDEX	China-Shenzhen
12-2-2015	2191.45	2197.94	2121.63	2189.31	SZSE COMPOSITE INDEX	China-Shenzhen
12-1-2015	2200.86	2226.69	2172.21	2198.28	SZSE COMPOSITE INDEX	China-Shenzhen
11-30-2015	2187.33	2212.95	2086.43	2203.61	SZSE COMPOSITE INDEX	China-Shenzhen
