Date,Close,High,Low,Open
2012/11/28,7854.063,7917.404,7844.494,7914.316
2012/11/27,7936.741,8027.929,7931.738,7986.696
2012/11/26,8016.072,8114.907,8003.339,8096.712
2012/11/23,8114.742,8157.836,8054.094,8074
2012/11/22,8047.519,8101.871,8027.764,8079.937
2012/11/21,8150.84,8153.226,7988.846,8055.644
2012/11/20,8052.788,8150.13,8043.879,8074.659
2012/11/19,8060.544,8109.78,7954.068,8109.78
2012/11/16,8118.147,8177.348,8043.752,8169.673
2012/11/15,8186.064,8285.017,8173.774,8231.111
2012/11/14,8283.564,8293.675,8205.742,8241.121
2012/11/13,8234.6,8382.913,8222.498,8382.913
2012/11/12,8391.903,8437.935,8312.996,8371.243
2012/11/9,8356.671,8421.036,8339.547,8384.074
2012/11/8,8399.38,8523.127,8399.38,8489.294
2012/11/7,8561.198,8626.614,8534.665,8581.533
2012/11/6,8589.865,8661.401,8483.7,8649.799
2012/11/5,8654.74,8739.829,8607.142,8674.257
2012/11/2,8679.685,8697.315,8616.923,8668.724
2012/11/1,8663.147,8682.807,8473.028,8473.028
2012/10/31,8469.796,8481.656,8386.903,8412.307
2012/10/30,8394.236,8478.008,8366.338,8384.36
2012/10/29,8376.555,8423.577,8339.656,8394.456
2012/10/26,8414.85,8609.572,8369.054,8597.065
2012/10/25,8602.805,8725.344,8587.77,8653.986
2012/10/24,8653.907,8726.37,8640.093,8662.742
2012/10/23,8686.475,8836.09,8680.962,8824.955
2012/10/22,8829.443,8859.512,8725.799,8749.031
2012/10/19,8796.418,8861.042,8779.446,8817.422
2012/10/18,8798.198,8821.335,8663.433,8673.734
2012/10/17,8641.181,8699.198,8563.549,8684.86
2012/10/16,8645.54,8724.572,8597.325,8618.426
2012/10/15,8621.965,8671.217,8551.097,8660.716
2012/10/12,8650.191,8782.447,8579.592,8695.292
2012/10/11,8665.089,8765.501,8658.937,8741.939
2012/10/10,8773.68,8779.408,8684.119,8727.745
2012/10/9,8743.864,8774.358,8583.576,8583.576
2012/10/8,8540.075,8715.63,8495.347,8677.991
2012/9/28,8679.219,8690.242,8415.035,8422.285
2012/9/27,8486.274,8520.19,8198.556,8198.556
2012/9/26,8193.373,8335.136,8178.672,8289.846
2012/9/25,8284.247,8364.689,8256.619,8296.949
2012/9/24,8310.937,8364.309,8095.517,8148.366
2012/9/21,8201.528,8291.26,8156.63,8186.736
2012/9/20,8202.204,8393.014,8200.908,8393.014
2012/9/19,8431.743,8445.92,8351.596,8407.494
2012/9/18,8390.15,8473.045,8366.995,8456.317
2012/9/17,8483.692,8738.322,8483.52,8717.322
2012/9/14,8740.051,8832.525,8670.546,8801.575
2012/9/13,8691.002,8821.649,8691.002,8778.612
2012/9/12,8786.728,8865.648,8695.154,8788.01
2012/9/11,8739.47,8739.47,8638.757,8728.094
2012/9/10,8769.537,8817.619,8716.577,8738.446
2012/9/7,8709.066,8822.261,8363.812,8363.812
2012/9/6,8288.265,8332.973,8230.347,8255.679
2012/9/5,8242.588,8282.218,8182.05,8223.098
2012/9/4,8243.832,8393.159,8223.353,8374.237
2012/9/3,8361.671,8399.597,8215.336,8220.307
2012/8/31,8210.994,8275.202,8210.994,8218.904
2012/8/30,8220.077,8290.172,8132.36,8218.715
2012/8/29,8270.907,8396.835,8270.024,8364.66
2012/8/28,8400.357,8454.209,8358.642,8389.168
2012/8/27,8402.146,8562.336,8401.085,8562.336
2012/8/24,8579.279,8718.531,8578.56,8697.238
2012/8/23,8730.551,8785.797,8655.614,8739.203
2012/8/22,8726.024,8864.82,8690.134,8859.46
2012/8/21,8849.491,8935.242,8799.235,8831.518
2012/8/20,8838.629,8867.97,8737.634,8805.348
2012/8/17,8883.605,8983.726,8801.969,8963.403
2012/8/16,8973.384,9046.434,8963.873,9018.364
2012/8/15,9048.607,9084.875,8994.376,9052.792
2012/8/14,9089.615,9101.262,8928.999,9039.448
2012/8/13,9039.22,9226.462,9035.412,9226.462
2012/8/10,9238.203,9335.556,9224.302,9335.556
2012/8/9,9337.543,9344.091,9176.776,9203.414
2012/8/8,9210.669,9303.88,9191.299,9231.893
2012/8/7,9229.266,9243.091,9175.669,9217.791
2012/8/6,9212.205,9229.348,9036.758,9055.117
2012/8/3,9076.622,9076.622,8957.279,9016.528
2012/8/2,8995.623,9164.084,8959.168,9150.946
2012/8/1,9165.974,9234.74,9045.426,9047.586
2012/7/31,9059.224,9152.087,9033.917,9080.797
2012/7/30,9071.06,9183.501,9055.587,9087.298
2012/7/27,9087.13,9157.981,9054.869,9099.419
2012/7/26,9081.898,9218.124,9069.974,9148.777
2012/7/25,9155.343,9248.443,9146.135,9225.555
2012/7/24,9262.773,9340.517,9130.176,9133.923
2012/7/23,9186.024,9255.937,9152.982,9255.937
2012/7/20,9333.213,9509.405,9325.256,9471.956
2012/7/19,9509.488,9609.445,9432.964,9488.892
2012/7/18,9514.165,9588.04,9328.897,9545.365
2012/7/17,9560.029,9602.988,9476.903,9503.447
2012/7/16,9540.886,9771.038,9540.886,9768.595
2012/7/13,9792.488,9853.728,9708.621,9720.455
2012/7/12,9753.487,9800.349,9541.09,9575.529
2012/7/11,9588.293,9614.203,9453.631,9455.464
2012/7/10,9476.722,9557.438,9445.953,9467.751
2012/7/9,9496.678,9727.519,9491.449,9636.224
2012/7/6,9690.16,9716.545,9431.132,9463.065
2012/7/5,9412.644,9511.001,9366.886,9511.001
2012/7/4,9569.159,9665.025,9543.282,9637.112
2012/7/3,9607.326,9698.467,9533.292,9566.574
2012/7/2,9566.45,9624.271,9510.684,9575.087
2012/6/29,9500.317,9512.056,9363.974,9374.36
2012/6/28,9383.267,9495.62,9383.267,9449.712
2012/6/27,9416.499,9540.889,9406.387,9444.272
2012/6/26,9446.59,9489.264,9351.801,9373.141
2012/6/25,9414.214,9635.703,9402.229,9635.703
2012/6/21,9682.686,9787.575,9621.766,9787.575
2012/6/20,9821.788,9906.108,9800.57,9877.191
2012/6/19,9848.159,9954.001,9829.658,9954.001
2012/6/18,9979.057,10020.069,9916.297,9921.232
2012/6/15,9885.645,9951.369,9760.049,9906.584
2012/6/14,9885.293,10002.504,9881.154,9937.35
2012/6/13,9950.046,9950.046,9795.056,9835.405
2012/6/12,9790.197,9875.249,9773.66,9800.872
2012/6/11,9849.77,9895.59,9704.439,9731.798
2012/6/8,9707.183,9843.902,9685.337,9839.683
2012/6/7,9755.641,9937.114,9730.58,9921.31
2012/6/6,9812.976,9897.744,9772.468,9863.703
2012/6/5,9847.119,9941.537,9816.761,9899.653
2012/6/4,9874.518,10085.399,9871.039,9988.528
2012/6/1,10145.804,10262.05,10095.334,10142.122
2012/5/31,10141.41,10194.584,10050.075,10089.952
2012/5/30,10162.34,10241.311,10135.378,10196.53
2012/5/29,10214.736,10271.365,10087.477,10101.401
2012/5/28,10104.101,10108.368,9755.59,9816.78
2012/5/25,9884.959,10003.832,9848.915,9980.177
2012/5/24,9984.58,10187.137,9951.268,10122.572
2012/5/23,10143.201,10218.331,10055.928,10142.91
2012/5/22,10180.268,10180.268,10022.734,10030.542
2012/5/21,9977.563,10060.077,9870.354,9893.772
2012/5/18,9903.094,10049.919,9880.043,9995.905
2012/5/17,10079.478,10105.947,9915.806,9942.179
2012/5/16,9916.466,10099.811,9916.466,10099.811
2012/5/15,10131.81,10139.249,10009.518,10027.401
2012/5/14,10093.377,10284.9,10091.004,10278.945
2012/5/11,10211.406,10342.802,10210.734,10261.549
2012/5/10,10277.617,10342.339,10255.246,10287.757
2012/5/9,10294.577,10410.84,10282.815,10410.84
2012/5/8,10524.68,10605.352,10413.449,10604.956
2012/5/7,10612.893,10616.278,10509.756,10512.693
2012/5/4,10573.597,10576.208,10410.942,10464.59
2012/5/3,10468.375,10479.604,10400.324,10415.29
2012/5/2,10424.942,10500.149,10253.044,10319.484
2012/4/27,10180.393,10244.975,10172.519,10191.091
2012/4/26,10201.654,10258.572,10152.048,10182.462
2012/4/25,10162.006,10182.09,9993.688,10012.849
2012/4/24,10041.887,10180.079,9841.437,10010.347
2012/4/23,10076.051,10154.507,10034.253,10142.003
2012/4/20,10131.035,10144.537,9996.724,10004.279
2012/4/19,10015.406,10080,9971.616,10049.769
2012/4/18,10069.533,10082.819,9842.072,9888.054
2012/4/17,9839.915,10022.545,9837.779,9999.199
2012/4/16,10000.309,10063.675,9954.887,9975.625
2012/4/13,10043.715,10116.124,10008.67,10043.259
2012/4/12,10007.652,10013.204,9779.68,9817.783
2012/4/11,9802.321,9920.342,9666.535,9683.11
2012/4/10,9795.968,9795.968,9516.892,9682.83
2012/4/9,9710.909,9802.234,9650.574,9739.071
2012/4/6,9786.186,9811.683,9684.373,9704.875
2012/4/5,9709.026,9737.898,9388.781,9410.973
2012/3/30,9410.262,9505.142,9365.526,9426.636
2012/3/29,9418.225,9565.007,9352.168,9478.122
2012/3/28,9531.149,9824.619,9515.98,9800.29
2012/3/27,9841.383,10008.683,9830.513,9959.444
2012/3/26,9946.136,9956.355,9871.889,9871.889
2012/3/23,9885.25,10029.442,9858.373,10002.896
2012/3/22,10038.954,10116.952,10008.879,10082.249
2012/3/21,10090.436,10225.54,10006.917,10152.301
2012/3/20,10116.391,10255.255,10110.377,10255.255
2012/3/19,10296.165,10306.464,10186.075,10256.511
2012/3/16,10279.302,10284.253,10071.583,10115.31
2012/3/15,10086.556,10173.383,10013.432,10101.275
2012/3/14,10094.891,10528.997,10063.785,10487.295
2012/3/13,10427.243,10427.243,10292.046,10308.642
2012/3/12,10300.503,10373.922,10228.386,10322.949
2012/3/9,10334.384,10334.384,10161.721,10202.945
2012/3/8,10171.128,10228.235,10084.523,10092.132
2012/3/7,10054.865,10173.659,9991.327,9997.888
2012/3/6,10093.814,10225.052,10070.492,10193.234
2012/3/5,10226.438,10379.459,10217.526,10338.001
2012/3/2,10299.935,10301.642,10078.82,10078.82
2012/3/1,10060.957,10125.671,10011.119,10011.119
2012/2/29,10054.845,10214.631,10048.794,10126.684
2012/2/28,10161.86,10233.069,10087.056,10155.038
2012/2/27,10177.332,10333.918,10157.181,10157.181
2012/2/24,10124.154,10131.133,9907.026,9922.164
2012/2/23,9918.942,9958.748,9840.054,9859.43
2012/2/22,9862.535,9865.768,9701.562,9709.933
2012/2/21,9695.87,9695.87,9539.826,9632.441
2012/2/20,9616.649,9755.757,9616.649,9741.153
2012/2/17,9615.339,9719.53,9553.587,9681.447
2012/2/16,9622.83,9727.029,9557.941,9647.15
2012/2/15,9673.439,9725.222,9515.79,9523.649
2012/2/14,9543.775,9597.078,9478.593,9574.874
2012/2/13,9585.076,9670.777,9420.397,9463.947
2012/2/10,9590.954,9699.3,9539.704,9539.704
2012/2/9,9560.727,9630.347,9493.929,9548.22
2012/2/8,9557.575,9605.203,9236.155,9259.636
2012/2/7,9266.714,9393.757,9206.857,9393.757
2012/2/6,9448.642,9526.786,9404.486,9451.174
2012/2/3,9436.992,9472.023,9292.781,9349.284
2012/2/2,9382.127,9382.127,9174.719,9222.241
2012/2/1,9193.388,9403.366,9173.069,9277.792
2012/1/31,9303.649,9324.805,9213.139,9278.088
2012/1/30,9274.852,9482.208,9274.852,9482.208
2012/1/20,9466.144,9503.372,9259.018,9348.448
2012/1/19,9300.217,9363.051,9078.984,9119.88
2012/1/18,9115.269,9399.016,9085.037,9326.435
2012/1/17,9264.09,9305.422,8762.571,8835.878
2012/1/16,8827.474,9024.417,8823.797,8951.177
2012/1/13,9030.588,9258.307,8951.717,9216.96
2012/1/12,9200.926,9344.736,9177.594,9191.544
2012/1/11,9239.213,9312.056,9186.155,9278.053
2012/1/10,9281.245,9291.312,8909.25,8930.56
2012/1/9,8946.085,8946.879,8532.665,8638.525
2012/1/6,8634.418,8643.286,8486.576,8597.373
2012/1/5,8600.259,8744.221,8566.064,8653.102
2012/1/4,8695.987,9025.66,8695.199,8980.756
2011/12/30,8918.816,8942.856,8805.407,8805.407
2011/12/29,8781.319,8831.804,8682.608,8693.141
2011/12/28,8739.728,8746.535,8555.116,8667.333
2011/12/27,8711.552,8904.951,8692.376,8876.623
2011/12/26,8876.194,9038.136,8875.103,8931.581
2011/12/23,8976.521,9100.293,8866.637,8899.222
2011/12/22,8909.348,8992.022,8710.57,8828.619
2011/12/21,8884.253,9147.217,8884.253,9111.32
2011/12/20,9031.669,9166.658,9013.348,9020.969
2011/12/19,9054.08,9089.874,8808.66,9002.683
2011/12/16,9081.94,9081.94,8849.796,8864.945
2011/12/15,8871.088,9041.063,8850.468,9041.063
2011/12/14,9093.025,9234.683,9064.633,9164.214
2011/12/13,9190.875,9367.755,9175.175,9343.235
2011/12/12,9376.279,9467.044,9365.378,9457.831
2011/12/9,9480.266,9583.154,9439.835,9516.245
2011/12/8,9580.517,9712.137,9477.13,9603.145
2011/12/7,9606.247,9656.233,9551.211,9582.383
2011/12/6,9586.944,9618.411,9505.225,9568.872
2011/12/5,9586.084,9807.694,9572.017,9805.451
2011/12/2,9808.231,9898.094,9757.949,9868.405
2011/12/1,9917.863,10102.354,9902.82,9976.523
2011/11/30,9693.385,9991.948,9626.759,9991.948
2011/11/29,10012.937,10012.937,9903.178,9970.921
2011/11/28,9884.696,9961.657,9833.444,9908.124
2011/11/25,9886.245,9999.552,9866.275,9943.66
2011/11/24,9966.743,10023.067,9837.852,9889.551
2011/11/23,9957.318,10076.678,9933.213,10043.017
2011/11/22,10028.204,10052.443,9922.298,9971.683
2011/11/21,10033.793,10063.847,9953.573,10032.465
2011/11/18,10025.168,10242.066,10002.773,10236.985
2011/11/17,10303.16,10408.605,10296.516,10317.322
2011/11/16,10313.332,10595.88,10282.255,10593.55
2011/11/15,10582.998,10640.323,10545.008,10631.046
2011/11/14,10645.684,10645.684,10495.698,10501.73
2011/11/11,10418.934,10531.137,10375.381,10500.573
2011/11/10,10477.553,10567.483,10464.365,10508.722
2011/11/9,10625.881,10636.504,10455.687,10575.183
2011/11/8,10541.102,10663.658,10519.257,10619.409
2011/11/7,10591.66,10717.212,10579.421,10660.148
2011/11/4,10699.488,10791.393,10642.505,10721.484
2011/11/3,10624.117,10777.766,10618.459,10618.459
2011/11/2,10581.751,10581.751,10233.633,10291.617
2011/11/1,10441.702,10563.472,10364.708,10389.016
2011/10/31,10480.912,10546.413,10415.553,10546.413
2011/10/28,10561.993,10637.102,10474.547,10476.643
2011/10/27,10323.288,10400.467,10293.203,10341.413
2011/10/26,10315.748,10418.347,10144.428,10146.748
2011/10/25,10203.4,10241.097,9916.347,9954.226
2011/10/24,9957.622,9977.599,9653.512,9735.344
2011/10/21,9697.212,9857.972,9691.599,9799.955
2011/10/20,9796.234,10049.367,9721.114,10049.367
2011/10/19,10105.74,10304.316,10094.331,10255.599
2011/10/18,10226.927,10469.175,10215.938,10442.566
2011/10/17,10513.489,10588.132,10450.513,10455.512
2011/10/14,10438.261,10500.114,10352.256,10457.753
2011/10/13,10481.84,10564.55,10362.35,10399.393
2011/10/12,10425.931,10444.02,9949.137,9997.561
2011/10/11,10065.472,10452.334,9953.125,10416.608
2011/10/10,10170.746,10343.661,10158.411,10315.964
2011/9/30,10292.334,10383.516,10249.777,10340.038
2011/9/29,10287.902,10411.702,10224.725,10296.694
2011/9/28,10369.932,10549.903,10327.53,10522.355
2011/9/27,10448.661,10513.94,10314.53,10416.897
2011/9/26,10328.473,10602.086,10299.354,10433.109
2011/9/23,10538.397,10618.118,10392.914,10466.035
2011/9/22,10660.465,10941.799,10660.465,10896.613
2011/9/21,10991.849,11035.238,10639.416,10683.287
2011/9/20,10679.299,10740.944,10569.194,10635.471
2011/9/19,10657.625,10815.796,10646.494,10815.796
2011/9/16,10878.228,10955.625,10860.053,10905.595
2011/9/15,10848.02,10938.822,10813.198,10839.577
2011/9/14,10822.403,10847.185,10604.644,10807.619
2011/9/13,10775.299,10806.368,10669.469,10738.604
2011/9/9,10892.393,11101.712,10850.501,10990.505
2011/9/8,10933.314,11069.41,10933.314,11063.013
2011/9/7,11011.18,11011.18,10810.913,10852.085
2011/9/6,10778.434,10966.733,10736.334,10887.588
2011/9/5,10954.899,11131.778,10954.899,11129.366
2011/9/2,11228.295,11353.965,11176.039,11324.011
2011/9/1,11352.864,11491.352,11308.947,11425.106
2011/8/31,11397.481,11436.121,11306.283,11371.249
2011/8/30,11344.452,11573.276,11328.988,11457.931
2011/8/29,11372.381,11484.455,11356.574,11464.883
2011/8/26,11568.169,11599.877,11472.279,11547.554
2011/8/25,11598.929,11605.069,11229.399,11268.798
2011/8/24,11238.952,11369.98,11225.523,11313.981
2011/8/23,11243.419,11243.419,11120.594,11146.64
2011/8/22,11112.638,11377.448,11083.396,11315.301
2011/8/19,11301.532,11337.566,11191.546,11218.657
2011/8/18,11414.159,11618.518,11399.673,11597.119
2011/8/17,11598.283,11726.155,11577.804,11648.006
2011/8/16,11665.412,11797.421,11628.346,11782.133
2011/8/15,11767.742,11767.742,11611.233,11686.432
2011/8/12,11651.29,11738.869,11630.289,11683.62
2011/8/11,11627.494,11627.494,11260.415,11260.415
2011/8/10,11449.582,11574.746,11441.908,11519.313
2011/8/9,11315.081,11380.069,10926.471,11007.553
2011/8/8,11312.626,11693.981,11107.11,11576.574
2011/8/5,11701.763,11769.68,11547.154,11585.94
2011/8/4,11934.414,12047.872,11901.458,11954.445
2011/8/3,11922.369,12011.86,11809.981,11813.38
2011/8/2,11932.042,11932.042,11752.602,11927.464
2011/8/1,12002.416,12074.945,11940.887,11975.275
2011/7/29,11990.428,12116.378,11915.216,12069.956
2011/7/28,12085.922,12093.965,11952.344,12014.362
2011/7/27,12116.861,12143.694,11885.9,11922.66
2011/7/26,12008.533,12011.595,11909.698,11951.935
2011/7/25,11966.244,12289.506,11919.847,12258.119
2011/7/22,12352.502,12432.032,12307.748,12331.138
2011/7/21,12301.405,12425.489,12296.246,12390
2011/7/20,12393.988,12470.001,12277.387,12445.688
2011/7/19,12381.463,12448.026,12358.554,12429.234
2011/7/18,12490.55,12537.79,12461.06,12511.685
2011/7/15,12506.936,12511.386,12355.576,12390.097
2011/7/14,12440.829,12546.51,12355.222,12515.687
2011/7/13,12479.154,12491.381,12285.88,12285.88
2011/7/12,12268.188,12381.105,12232.217,12344.063
2011/7/11,12438.564,12494.238,12302.242,12357.578
2011/7/8,12404.341,12478.844,12343.657,12390.339
2011/7/7,12392.927,12548.978,12375.229,12440.862
2011/7/6,12425.68,12446.778,12311.146,12420.626
2011/7/5,12440.37,12486.708,12382.821,12432.97
2011/7/4,12441.168,12475.389,12241.664,12241.664
2011/7/1,12178.083,12267.807,12087.917,12148.967
2011/6/30,12110.931,12157.559,11930.35,11935.828
2011/6/29,11913.201,12102.351,11911.834,12048.858
2011/6/28,12047.09,12067.09,11928.995,12056.526
2011/6/27,12026.293,12106.652,11947.491,12005.058
2011/6/24,11996.08,12092.23,11732.213,11749.927
2011/6/23,11775.317,11817.223,11474.979,11511.91
2011/6/22,11543.654,11598.754,11484.732,11524.627
2011/6/21,11509.982,11514.25,11360.93,11360.93
2011/6/20,11328.67,11446.757,11288.623,11408.361
2011/6/17,11409.157,11567.002,11409.157,11451.76
2011/6/16,11435.987,11551.317,11417.576,11516.651
2011/6/15,11615.969,11794.544,11614.377,11703.194
2011/6/14,11732.036,11765.124,11495.108,11501.22
2011/6/13,11521.984,11558.658,11427.153,11518.06
2011/6/10,11593.379,11596.583,11454.036,11508.583
2011/6/9,11513.203,11735.214,11508.39,11725.209
2011/6/8,11761.103,11787.121,11581.636,11726.326
