"","Date","Open","High","Low","Close","Index","Country"
"35","11-14-2016",3187.71,3221.46,3186.8,3210.37,"SSE Composite Index","China-Shanghai"
"36","11-11-2016",3169.4,3202.74,3166.07,3196.04,"SSE Composite Index","China-Shanghai"
"37","11-10-2016",3148.54,3172.31,3148.54,3171.28,"SSE Composite Index","China-Shanghai"
"38","11-9-2016",3146.08,3146.95,3096.95,3128.37,"SSE Composite Index","China-Shanghai"
"39","11-8-2016",3140.94,3156.88,3134.95,3147.89,"SSE Composite Index","China-Shanghai"
"40","11-7-2016",3124.89,3139.2,3117.1,3133.33,"SSE Composite Index","China-Shanghai"
"41","11-4-2016",3126.35,3141.33,3119.54,3125.32,"SSE Composite Index","China-Shanghai"
"42","11-3-2016",3096.76,3140.93,3094.1,3128.94,"SSE Composite Index","China-Shanghai"
"43","11-2-2016",3115.73,3118.98,3099.82,3102.73,"SSE Composite Index","China-Shanghai"
"44","11-1-2016",3101.66,3122.61,3097.04,3122.44,"SSE Composite Index","China-Shanghai"
"45","10-31-2016",3097.19,3102.3,3081.07,3100.49,"SSE Composite Index","China-Shanghai"
"46","10-28-2016",3111.7,3128.64,3101.24,3104.27,"SSE Composite Index","China-Shanghai"
"47","10-27-2016",3112.6,3114.76,3100.39,3112.35,"SSE Composite Index","China-Shanghai"
"48","10-26-2016",3129.84,3129.84,3110.39,3116.31,"SSE Composite Index","China-Shanghai"
"49","10-25-2016",3127.97,3132.5,3121.05,3131.94,"SSE Composite Index","China-Shanghai"
"50","10-24-2016",3092.05,3137.03,3090.79,3128.25,"SSE Composite Index","China-Shanghai"
"51","10-21-2016",3081.39,3101.85,3069.27,3090.94,"SSE Composite Index","China-Shanghai"
"52","10-20-2016",3084.91,3089.68,3076.29,3084.46,"SSE Composite Index","China-Shanghai"
"53","10-19-2016",3085.75,3096.22,3076.77,3084.72,"SSE Composite Index","China-Shanghai"
"54","10-18-2016",3037.4,3084.19,3037.4,3083.88,"SSE Composite Index","China-Shanghai"
"55","10-17-2016",3064.69,3068.81,3033.75,3041.17,"SSE Composite Index","China-Shanghai"
"56","10-14-2016",3056.99,3064.79,3043.18,3063.81,"SSE Composite Index","China-Shanghai"
"57","10-13-2016",3057.97,3065,3052.64,3061.35,"SSE Composite Index","China-Shanghai"
"58","10-12-2016",3057.32,3060.51,3048.89,3058.5,"SSE Composite Index","China-Shanghai"
"59","10-11-2016",3051.62,3066.1,3048.02,3065.25,"SSE Composite Index","China-Shanghai"
"60","10-10-2016",3020.46,3048.24,3014.62,3048.14,"SSE Composite Index","China-Shanghai"
"61","09-30-2016",2994.25,3009.2,2993.06,3004.7,"SSE Composite Index","China-Shanghai"
"62","09-29-2016",2992.17,3009.2,2991.91,2998.48,"SSE Composite Index","China-Shanghai"
"63","09-28-2016",3000.7,3000.7,2984.32,2987.86,"SSE Composite Index","China-Shanghai"
"64","09-27-2016",2974.59,2998.23,2969.13,2998.17,"SSE Composite Index","China-Shanghai"
"65","09-26-2016",3028.24,3028.24,2980.12,2980.43,"SSE Composite Index","China-Shanghai"
"66","09-23-2016",3044.79,3046.8,3032.8,3033.9,"SSE Composite Index","China-Shanghai"
"67","09-22-2016",3038.42,3054.44,3035.07,3042.31,"SSE Composite Index","China-Shanghai"
"68","09-21-2016",3021.58,3032.45,3017.54,3025.87,"SSE Composite Index","China-Shanghai"
"69","09-20-2016",3027.17,3027.82,3015.88,3023,"SSE Composite Index","China-Shanghai"
"70","09-19-2016",3005.32,3026.65,3005.32,3026.05,"SSE Composite Index","China-Shanghai"
"71","09-14-2016",3008.9,3017.94,2995.42,3002.85,"SSE Composite Index","China-Shanghai"
"72","09-13-2016",3025.03,3029.72,3008.74,3023.51,"SSE Composite Index","China-Shanghai"
"73","09-12-2016",3037.51,3040.95,2999.93,3021.98,"SSE Composite Index","China-Shanghai"
"74","09-9-2016",3095.43,3101.79,3078.22,3078.85,"SSE Composite Index","China-Shanghai"
"75","09-8-2016",3089.95,3096.78,3083.9,3095.95,"SSE Composite Index","China-Shanghai"
"76","09-7-2016",3091.33,3105.68,3087.88,3091.93,"SSE Composite Index","China-Shanghai"
"77","09-6-2016",3071.06,3095.51,3053.19,3090.71,"SSE Composite Index","China-Shanghai"
"78","09-5-2016",3070.71,3085.49,3065.33,3072.1,"SSE Composite Index","China-Shanghai"
"79","09-2-2016",3057.49,3072.53,3050.49,3067.35,"SSE Composite Index","China-Shanghai"
"80","09-1-2016",3083.96,3088.7,3062.88,3063.31,"SSE Composite Index","China-Shanghai"
"81","08-31-2016",3072.92,3087.7,3063.4,3085.49,"SSE Composite Index","China-Shanghai"
"82","08-30-2016",3071.44,3082.99,3065.97,3074.68,"SSE Composite Index","China-Shanghai"
"83","08-29-2016",3068.46,3074.94,3058.79,3070.03,"SSE Composite Index","China-Shanghai"
"84","08-26-2016",3069.85,3087.65,3063.89,3070.31,"SSE Composite Index","China-Shanghai"
"85","08-25-2016",3073.44,3073.44,3041.51,3068.33,"SSE Composite Index","China-Shanghai"
"86","08-24-2016",3092.02,3097.15,3079.55,3085.88,"SSE Composite Index","China-Shanghai"
"87","08-23-2016",3081.57,3101.11,3073.53,3089.71,"SSE Composite Index","China-Shanghai"
"88","08-22-2016",3107.38,3112.74,3083.59,3084.81,"SSE Composite Index","China-Shanghai"
"89","08-19-2016",3100.39,3113.34,3082.77,3108.1,"SSE Composite Index","China-Shanghai"
"90","08-18-2016",3107.75,3125.58,3093.32,3104.11,"SSE Composite Index","China-Shanghai"
"91","08-17-2016",3106.99,3114.25,3090.28,3109.55,"SSE Composite Index","China-Shanghai"
"92","08-16-2016",3130.53,3140.44,3102.07,3110.04,"SSE Composite Index","China-Shanghai"
"93","08-15-2016",3056.48,3137.48,3053.87,3125.2,"SSE Composite Index","China-Shanghai"
"94","08-12-2016",3000.27,3051.05,2999.04,3050.67,"SSE Composite Index","China-Shanghai"
"95","08-11-2016",3013.68,3038.05,3001.17,3002.64,"SSE Composite Index","China-Shanghai"
"96","08-10-2016",3023.47,3033.2,3017.09,3018.75,"SSE Composite Index","China-Shanghai"
"97","08-9-2016",3001.31,3025.91,2998.68,3025.68,"SSE Composite Index","China-Shanghai"
"98","08-8-2016",2972.62,3004.72,2959.05,3004.28,"SSE Composite Index","China-Shanghai"
"99","08-5-2016",2978.78,2991.68,2971.56,2976.7,"SSE Composite Index","China-Shanghai"
"100","08-4-2016",2976.41,2982.86,2958.93,2982.43,"SSE Composite Index","China-Shanghai"
"101","08-3-2016",2963.21,2981.16,2956.79,2978.46,"SSE Composite Index","China-Shanghai"
"102","08-2-2016",2950.08,2971.28,2946.64,2971.28,"SSE Composite Index","China-Shanghai"
"103","08-1-2016",2971.95,2972.88,2931.96,2953.39,"SSE Composite Index","China-Shanghai"
"104","07-29-2016",2992.54,3000.05,2972.92,2979.34,"SSE Composite Index","China-Shanghai"
"105","07-28-2016",2980.5,3003.36,2968.18,2994.32,"SSE Composite Index","China-Shanghai"
"106","07-27-2016",3050.37,3057.42,2939.23,2992,"SSE Composite Index","China-Shanghai"
"107","07-26-2016",3014.04,3050.61,3013.8,3050.17,"SSE Composite Index","China-Shanghai"
"108","07-25-2016",3008.09,3027.12,3003.29,3015.83,"SSE Composite Index","China-Shanghai"
"109","07-22-2016",3038.12,3039.27,3007.46,3012.82,"SSE Composite Index","China-Shanghai"
"110","07-21-2016",3027.6,3053.33,3027.37,3039.01,"SSE Composite Index","China-Shanghai"
"111","07-20-2016",3034.71,3043,3022.63,3027.9,"SSE Composite Index","China-Shanghai"
"112","07-19-2016",3040.23,3043.6,3014.29,3036.6,"SSE Composite Index","China-Shanghai"
"113","07-18-2016",3047.64,3058.32,3031.64,3043.56,"SSE Composite Index","China-Shanghai"
"114","07-15-2016",3056.68,3062.68,3044.54,3054.3,"SSE Composite Index","China-Shanghai"
"115","07-14-2016",3054.97,3057.05,3036.52,3054.02,"SSE Composite Index","China-Shanghai"
"116","07-13-2016",3049.51,3069.05,3048.2,3060.69,"SSE Composite Index","China-Shanghai"
"117","07-12-2016",2992.52,3049.68,2984.42,3049.38,"SSE Composite Index","China-Shanghai"
"118","07-11-2016",2993.75,3022.94,2990.91,2994.92,"SSE Composite Index","China-Shanghai"
"119","07-8-2016",3000.33,3001.55,2983.88,2988.09,"SSE Composite Index","China-Shanghai"
"120","07-7-2016",3009.35,3024.11,2994.64,3016.85,"SSE Composite Index","China-Shanghai"
"121","07-6-2016",2998.52,3017.65,2984.83,3017.29,"SSE Composite Index","China-Shanghai"
"122","07-5-2016",2991.75,3010.28,2990.64,3006.39,"SSE Composite Index","China-Shanghai"
"123","07-4-2016",2924.29,2992.5,2922.52,2988.6,"SSE Composite Index","China-Shanghai"
"124","07-1-2016",2931.8,2944.99,2925.81,2932.48,"SSE Composite Index","China-Shanghai"
"125","06-30-2016",2931.48,2938.14,2922.31,2929.61,"SSE Composite Index","China-Shanghai"
"126","06-29-2016",2918.53,2934,2915.06,2931.59,"SSE Composite Index","China-Shanghai"
"127","06-28-2016",2885.01,2913.58,2878.82,2912.56,"SSE Composite Index","China-Shanghai"
"128","06-27-2016",2840.56,2895.73,2840.28,2895.7,"SSE Composite Index","China-Shanghai"
"129","06-24-2016",2883.76,2899.57,2807.6,2854.29,"SSE Composite Index","China-Shanghai"
"130","06-23-2016",2902.4,2904.11,2878.66,2891.96,"SSE Composite Index","China-Shanghai"
"131","06-22-2016",2872.73,2905.98,2869.51,2905.55,"SSE Composite Index","China-Shanghai"
"132","06-21-2016",2898.38,2919.3,2869.18,2878.56,"SSE Composite Index","China-Shanghai"
"133","06-20-2016",2887.64,2891.66,2864.02,2888.81,"SSE Composite Index","China-Shanghai"
"134","06-17-2016",2873.01,2900.3,2872.18,2885.1,"SSE Composite Index","China-Shanghai"
"135","06-16-2016",2878.4,2887.74,2865.39,2872.82,"SSE Composite Index","China-Shanghai"
"136","06-15-2016",2814.69,2894.26,2811.78,2887.21,"SSE Composite Index","China-Shanghai"
"137","06-14-2016",2824.23,2843.46,2822.06,2842.19,"SSE Composite Index","China-Shanghai"
"138","06-13-2016",2897.27,2911.16,2832.51,2833.07,"SSE Composite Index","China-Shanghai"
"139","06-8-2016",2932.38,2937.99,2908.37,2927.16,"SSE Composite Index","China-Shanghai"
"140","06-7-2016",2936.28,2938.44,2923.5,2936.04,"SSE Composite Index","China-Shanghai"
"141","06-6-2016",2940.99,2945.94,2922.28,2934.1,"SSE Composite Index","China-Shanghai"
"142","06-3-2016",2929.79,2945.52,2915.18,2938.68,"SSE Composite Index","China-Shanghai"
"143","06-2-2016",2911.22,2925.67,2906.52,2925.23,"SSE Composite Index","China-Shanghai"
"144","06-1-2016",2917.15,2929.08,2909.51,2913.51,"SSE Composite Index","China-Shanghai"
"145","05-31-2016",2822.59,2917.14,2822.59,2916.62,"SSE Composite Index","China-Shanghai"
"146","05-30-2016",2814.65,2830.97,2794.66,2822.45,"SSE Composite Index","China-Shanghai"
"147","05-27-2016",2817.97,2832.8,2809.8,2821.05,"SSE Composite Index","China-Shanghai"
"148","05-26-2016",2813.54,2827.09,2780.76,2822.44,"SSE Composite Index","China-Shanghai"
"149","05-25-2016",2835.03,2843.16,2807.75,2815.09,"SSE Composite Index","China-Shanghai"
"150","05-24-2016",2839.68,2839.7,2807.19,2821.67,"SSE Composite Index","China-Shanghai"
"151","05-23-2016",2826.31,2848.07,2826.26,2843.64,"SSE Composite Index","China-Shanghai"
"152","05-20-2016",2792.89,2825.95,2785.08,2825.48,"SSE Composite Index","China-Shanghai"
"153","05-19-2016",2802.31,2829.4,2801.55,2806.91,"SSE Composite Index","China-Shanghai"
"154","05-18-2016",2828.18,2828.26,2781.42,2807.51,"SSE Composite Index","China-Shanghai"
"155","05-17-2016",2850.93,2860.32,2832.46,2843.68,"SSE Composite Index","China-Shanghai"
"156","05-16-2016",2816.78,2851.23,2804.99,2850.86,"SSE Composite Index","China-Shanghai"
"157","05-13-2016",2828.46,2850.09,2814.11,2827.11,"SSE Composite Index","China-Shanghai"
"158","05-12-2016",2812.11,2839.28,2781.24,2835.86,"SSE Composite Index","China-Shanghai"
"159","05-11-2016",2843.54,2857.25,2818.7,2837.04,"SSE Composite Index","China-Shanghai"
"160","05-10-2016",2822.33,2845.24,2820.16,2832.59,"SSE Composite Index","China-Shanghai"
"161","05-9-2016",2896.16,2896.16,2821.83,2832.11,"SSE Composite Index","China-Shanghai"
"162","05-6-2016",2998.4,3003.59,2913.04,2913.25,"SSE Composite Index","China-Shanghai"
"163","05-5-2016",2987.02,2999.12,2977.2,2997.84,"SSE Composite Index","China-Shanghai"
"164","05-4-2016",2983.03,3004.42,2978.33,2991.27,"SSE Composite Index","China-Shanghai"
"165","05-3-2016",2940.39,2993.53,2929.81,2992.64,"SSE Composite Index","China-Shanghai"
"166","04-29-2016",2935.38,2950.58,2930.36,2938.32,"SSE Composite Index","China-Shanghai"
"167","04-28-2016",2955.74,2959.51,2916.37,2945.59,"SSE Composite Index","China-Shanghai"
"168","04-27-2016",2967.19,2976.02,2949.43,2953.67,"SSE Composite Index","China-Shanghai"
"169","04-26-2016",2944.72,2965.43,2933.97,2964.7,"SSE Composite Index","China-Shanghai"
"170","04-25-2016",2949.97,2954.09,2917.02,2946.67,"SSE Composite Index","China-Shanghai"
"171","04-22-2016",2933.03,2960.21,2926.78,2959.24,"SSE Composite Index","China-Shanghai"
"172","04-21-2016",2954.37,2990.67,2943.46,2952.89,"SSE Composite Index","China-Shanghai"
"173","04-20-2016",3050.38,3055.69,2905.05,2972.58,"SSE Composite Index","China-Shanghai"
"174","04-19-2016",3047.13,3054.5,3024.9,3042.82,"SSE Composite Index","China-Shanghai"
"175","04-18-2016",3058.46,3058.46,3022.97,3033.66,"SSE Composite Index","China-Shanghai"
"176","04-15-2016",3085.03,3089.95,3066.87,3078.12,"SSE Composite Index","China-Shanghai"
"177","04-14-2016",3080.09,3086.7,3056.99,3082.36,"SSE Composite Index","China-Shanghai"
"178","04-13-2016",3041.36,3097.16,3041.36,3066.64,"SSE Composite Index","China-Shanghai"
"179","04-12-2016",3031.3,3036.82,3001.32,3023.65,"SSE Composite Index","China-Shanghai"
"180","04-11-2016",3006.91,3048.98,3006.91,3033.96,"SSE Composite Index","China-Shanghai"
"181","04-8-2016",2988.2,2996.17,2960.46,2984.96,"SSE Composite Index","China-Shanghai"
"182","04-7-2016",3058.34,3062.36,3007.06,3008.42,"SSE Composite Index","China-Shanghai"
"183","04-6-2016",3039.74,3059.79,3029,3050.59,"SSE Composite Index","China-Shanghai"
"184","04-5-2016",3000.94,3057.33,2993.15,3053.07,"SSE Composite Index","China-Shanghai"
"185","04-1-2016",2997.09,3009.67,2956.25,3009.53,"SSE Composite Index","China-Shanghai"
"186","03-31-2016",3009.37,3023.41,2992.92,3003.92,"SSE Composite Index","China-Shanghai"
"187","03-30-2016",2941.22,3001.11,2941.22,3000.64,"SSE Composite Index","China-Shanghai"
"188","03-29-2016",2956.71,2962.2,2905.25,2919.83,"SSE Composite Index","China-Shanghai"
"189","03-28-2016",2988.01,3008.17,2948.53,2957.82,"SSE Composite Index","China-Shanghai"
"190","03-25-2016",2956.2,2981.41,2952.11,2979.43,"SSE Composite Index","China-Shanghai"
"191","03-24-2016",2986.8,2998.15,2960.54,2960.97,"SSE Composite Index","China-Shanghai"
"192","03-23-2016",2991.17,3012.56,2980.86,3009.96,"SSE Composite Index","China-Shanghai"
"193","03-22-2016",3001.63,3019.1,2988.43,2999.36,"SSE Composite Index","China-Shanghai"
"194","03-21-2016",2978.46,3028.32,2973.76,3018.8,"SSE Composite Index","China-Shanghai"
"195","03-18-2016",2915.52,2971.55,2908.74,2955.15,"SSE Composite Index","China-Shanghai"
"196","03-17-2016",2875.41,2921,2857.19,2904.83,"SSE Composite Index","China-Shanghai"
"197","03-16-2016",2858.71,2881.53,2854.19,2870.43,"SSE Composite Index","China-Shanghai"
"198","03-15-2016",2853.98,2865.79,2819.79,2864.37,"SSE Composite Index","China-Shanghai"
"199","03-14-2016",2830.08,2889.82,2823.03,2859.5,"SSE Composite Index","China-Shanghai"
"200","03-11-2016",2781.6,2815.61,2772.55,2810.31,"SSE Composite Index","China-Shanghai"
"201","03-10-2016",2847.57,2863.18,2803.48,2804.73,"SSE Composite Index","China-Shanghai"
"202","03-9-2016",2839.41,2863.01,2811.72,2862.56,"SSE Composite Index","China-Shanghai"
"203","03-8-2016",2895.67,2902.62,2802.56,2901.39,"SSE Composite Index","China-Shanghai"
"204","03-7-2016",2886.64,2911.84,2871.35,2897.34,"SSE Composite Index","China-Shanghai"
"205","03-4-2016",2848.54,2880.37,2808.85,2874.15,"SSE Composite Index","China-Shanghai"
"206","03-3-2016",2847.33,2878.44,2840.87,2859.76,"SSE Composite Index","China-Shanghai"
"207","03-2-2016",2733.77,2852.7,2732.54,2849.68,"SSE Composite Index","China-Shanghai"
"208","03-1-2016",2688.38,2747.56,2668.76,2733.17,"SSE Composite Index","China-Shanghai"
"209","02-29-2016",2754.81,2755.89,2638.96,2687.98,"SSE Composite Index","China-Shanghai"
"210","02-26-2016",2760.06,2784.75,2715.87,2767.21,"SSE Composite Index","China-Shanghai"
"211","02-25-2016",2922.24,2922.24,2729.85,2741.25,"SSE Composite Index","China-Shanghai"
"212","02-24-2016",2889.88,2929.87,2872.27,2928.9,"SSE Composite Index","China-Shanghai"
"213","02-23-2016",2925.71,2928.05,2872.28,2903.33,"SSE Composite Index","China-Shanghai"
"214","02-22-2016",2888.6,2933.96,2880.35,2927.18,"SSE Composite Index","China-Shanghai"
"215","02-19-2016",2854.9,2872.72,2840.49,2860.02,"SSE Composite Index","China-Shanghai"
"216","02-18-2016",2881.78,2893.21,2857.7,2862.89,"SSE Composite Index","China-Shanghai"
"217","02-17-2016",2829.76,2868.7,2824.36,2867.34,"SSE Composite Index","China-Shanghai"
"218","02-16-2016",2758.58,2840.62,2758.58,2836.57,"SSE Composite Index","China-Shanghai"
"219","02-15-2016",2684.96,2760.36,2682.09,2746.2,"SSE Composite Index","China-Shanghai"
"220","02-5-2016",2783.08,2790.06,2762.16,2763.49,"SSE Composite Index","China-Shanghai"
"221","02-4-2016",2751.43,2793.3,2751.31,2781.02,"SSE Composite Index","China-Shanghai"
"222","02-3-2016",2719.57,2746.07,2696.88,2739.25,"SSE Composite Index","China-Shanghai"
"223","02-2-2016",2687.98,2755.16,2687.98,2749.57,"SSE Composite Index","China-Shanghai"
"224","02-1-2016",2730.98,2735.26,2655.62,2688.85,"SSE Composite Index","China-Shanghai"
"225","01-29-2016",2652.85,2755.37,2649.79,2737.6,"SSE Composite Index","China-Shanghai"
"226","01-28-2016",2711.16,2740.54,2647.49,2655.66,"SSE Composite Index","China-Shanghai"
"227","01-27-2016",2756.08,2768.77,2638.3,2735.56,"SSE Composite Index","China-Shanghai"
"228","01-26-2016",2907.72,2911.99,2743.84,2749.79,"SSE Composite Index","China-Shanghai"
"229","01-25-2016",2934.08,2955.78,2911.83,2938.51,"SSE Composite Index","China-Shanghai"
"230","01-22-2016",2911.11,2931.36,2851.73,2916.56,"SSE Composite Index","China-Shanghai"
"231","01-21-2016",2934.39,2998.79,2880.08,2880.48,"SSE Composite Index","China-Shanghai"
"232","01-20-2016",2993.01,3016.28,2951.92,2976.69,"SSE Composite Index","China-Shanghai"
"233","01-19-2016",2914.41,3012.07,2906.4,3007.74,"SSE Composite Index","China-Shanghai"
"234","01-18-2016",2847.54,2945.45,2844.7,2913.84,"SSE Composite Index","China-Shanghai"
"235","01-15-2016",2988.05,3001.71,2883.87,2900.97,"SSE Composite Index","China-Shanghai"
"236","01-14-2016",2874.05,3012.29,2867.55,3007.65,"SSE Composite Index","China-Shanghai"
"237","01-13-2016",3041.11,3059.01,2949.29,2949.6,"SSE Composite Index","China-Shanghai"
"238","01-12-2016",3026.16,3047.66,2978.46,3022.86,"SSE Composite Index","China-Shanghai"
"239","01-11-2016",3131.85,3166.22,3016.7,3016.7,"SSE Composite Index","China-Shanghai"
"240","01-8-2016",3194.63,3235.45,3056.88,3186.41,"SSE Composite Index","China-Shanghai"
"241","01-7-2016",3309.66,3309.66,3115.89,3125,"SSE Composite Index","China-Shanghai"
"242","01-6-2016",3291.19,3362.97,3288.93,3361.84,"SSE Composite Index","China-Shanghai"
"243","01-5-2016",3196.65,3328.14,3189.6,3287.71,"SSE Composite Index","China-Shanghai"
"244","01-4-2016",3536.59,3538.69,3295.74,3296.26,"SSE Composite Index","China-Shanghai"
"245","12-31-2015",3570.47,3580.6,3538.35,3539.18,"SSE Composite Index","China-Shanghai"
"246","12-30-2015",3566.73,3573.68,3538.11,3572.88,"SSE Composite Index","China-Shanghai"
"247","12-29-2015",3528.4,3564.17,3515.52,3563.74,"SSE Composite Index","China-Shanghai"
"248","12-28-2015",3635.77,3641.59,3533.78,3533.78,"SSE Composite Index","China-Shanghai"
"249","12-25-2015",3614.05,3635.26,3601.74,3627.91,"SSE Composite Index","China-Shanghai"
"250","12-24-2015",3631.31,3640.22,3572.28,3612.49,"SSE Composite Index","China-Shanghai"
"251","12-23-2015",3653.28,3684.57,3633.03,3636.09,"SSE Composite Index","China-Shanghai"
"252","12-22-2015",3645.99,3652.63,3616.87,3651.77,"SSE Composite Index","China-Shanghai"
"253","12-21-2015",3568.58,3651.06,3565.75,3642.47,"SSE Composite Index","China-Shanghai"
"254","12-18-2015",3574.94,3614.7,3568.16,3578.96,"SSE Composite Index","China-Shanghai"
"255","12-17-2015",3533.63,3583.41,3533.63,3580,"SSE Composite Index","China-Shanghai"
"256","12-16-2015",3522.09,3538.69,3506.29,3516.19,"SSE Composite Index","China-Shanghai"
"257","12-15-2015",3518.13,3529.96,3496.85,3510.35,"SSE Composite Index","China-Shanghai"
"258","12-14-2015",3403.51,3521.78,3399.28,3520.67,"SSE Composite Index","China-Shanghai"
"259","12-11-2015",3441.6,3455.55,3410.92,3434.58,"SSE Composite Index","China-Shanghai"
"260","12-10-2015",3469.81,3503.65,3446.27,3455.5,"SSE Composite Index","China-Shanghai"
"261","12-9-2015",3462.58,3495.7,3454.88,3472.44,"SSE Composite Index","China-Shanghai"
"262","12-8-2015",3518.65,3518.65,3466.79,3470.07,"SSE Composite Index","China-Shanghai"
"263","12-7-2015",3529.81,3543.95,3506.62,3536.93,"SSE Composite Index","China-Shanghai"
"264","12-4-2015",3558.15,3568.97,3510.41,3524.99,"SSE Composite Index","China-Shanghai"
"265","12-3-2015",3525.73,3591.73,3517.23,3584.82,"SSE Composite Index","China-Shanghai"
"266","12-2-2015",3450.28,3538.85,3427.66,3536.91,"SSE Composite Index","China-Shanghai"
"267","12-1-2015",3442.44,3483.41,3417.54,3456.31,"SSE Composite Index","China-Shanghai"
"268","11-30-2015",3433.86,3470.37,3327.81,3445.4,"SSE Composite Index","China-Shanghai"
"269","11-27-2015",3616.54,3621.9,3412.43,3436.3,"SSE Composite Index","China-Shanghai"
"270","11-26-2015",3659.57,3668.38,3629.86,3635.55,"SSE Composite Index","China-Shanghai"
"271","11-25-2015",3614.07,3648.37,3607.52,3647.93,"SSE Composite Index","China-Shanghai"
"272","11-24-2015",3602.89,3616.48,3563.1,3616.11,"SSE Composite Index","China-Shanghai"
"273","11-23-2015",3630.87,3654.75,3598.87,3610.31,"SSE Composite Index","China-Shanghai"
"274","11-20-2015",3620.79,3640.53,3607.92,3630.5,"SSE Composite Index","China-Shanghai"
"275","11-19-2015",3573.78,3618.21,3561.04,3617.06,"SSE Composite Index","China-Shanghai"
"276","11-18-2015",3605.06,3617.07,3558.7,3568.47,"SSE Composite Index","China-Shanghai"
"277","11-17-2015",3629.98,3678.27,3598.07,3604.8,"SSE Composite Index","China-Shanghai"
"278","11-16-2015",3522.46,3607.61,3519.42,3606.96,"SSE Composite Index","China-Shanghai"
"279","11-13-2015",3600.76,3632.56,3564.81,3580.84,"SSE Composite Index","China-Shanghai"
"280","11-12-2015",3656.82,3659.31,3603.23,3632.9,"SSE Composite Index","China-Shanghai"
"281","11-11-2015",3635,3654.88,3605.62,3650.25,"SSE Composite Index","China-Shanghai"
"282","11-10-2015",3617.4,3669.53,3607.89,3640.49,"SSE Composite Index","China-Shanghai"
"283","11-9-2015",3588.5,3673.76,3588.5,3646.88,"SSE Composite Index","China-Shanghai"
"284","11-6-2015",3514.44,3596.38,3508.83,3590.03,"SSE Composite Index","China-Shanghai"
"285","11-5-2015",3459.22,3585.66,3455.53,3522.82,"SSE Composite Index","China-Shanghai"
