Time,Field,Curde_THB,Curde_USD,Condensate_USD,Condensate_THB,Gas_THB,Gas_USD,LPG_HB,LPG_USD
2014-01-01,Surin,3526.1661,107.57,-,-,180.9276,5.5009,-,-
2014-01-01,SW Platong_U2,-,-,3372.6922,102.3613,226.116,6.8747,-,-
2014-01-01,SW. platong,-,-,3372.6922,102.3613,226.116,6.8747,-,-
2014-01-01,Tantawan,-,-,-,-,178.2556,5.4196,-,-
2014-01-01,Trat 11A,-,-,3372.6922,102.3613,226.116,6.8747,-,-
2014-01-01,Trat U3,-,-,3372.6922,102.3613,226.116,6.8747,-,-
2014-01-01,Uthong,3188.467,96.941,-,-,-,-,-,-
2014-01-01,West Jakrawan,-,-,3372.6922,102.3613,226.116,6.8747,-,-
2014-01-01,wichain Buri_Sri Thep,3048.2832,92.6789,-,-,-,-,-,-
2014-01-01,Yala 10A,3567.3774,108.27,-,-,226.116,6.8747,-,-
2014-01-01,Yala U2,3567.3774,108.27,-,-,226.116,6.8747,-,-
2014-01-01,Yala U3,3567.3774,108.27,-,-,226.116,6.8747,-,-
2014-01-01,Yungthong,3576.0281,108.47,-,-,226.1171,6.8748,-,-
2014-02-01,Arthit,-,-,3392.1965,104.3082,250.7026,7.6895,-,-
2014-02-01,Baanpot,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Bauluang,3416.2817,104.636,-,-,-,-,-,-
2014-02-01,Benchamas,3548.4676,109.036,-,-,178.0069,5.4598,-,-
2014-02-01,Benchamas North,3548.4676,109.036,-,-,178.6962,5.481,-,-
2014-02-01,Bongkot,-,-,3263.7845,100.3596,235.8253,7.2332,-,-
2014-02-01,Bongkot South,-,-,3261.5064,100.3596,291.7871,8.9497,-,-
2014-02-01,Borang North,2969.6208,91.084,-,-,-,-,-,-
2014-02-01,Bung Maung,3206.0193,98.3348,-,-,-,-,-,-
2014-02-01,Bung Ya Nongsa,3206.0193,98.3348,-,-,-,-,-,-
2014-02-01,Burapa,3224.6292,98.9056,-,-,26.0825,0.8,-,-
2014-02-01,Chaba,-,-,-,-,177.6114,5.4477,-,-
2014-02-01,Erawan,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Funan,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Gomin,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Jakrawan,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Jarmjuree North,3548.4676,109.036,-,-,179.4504,5.5041,-,-
2014-02-01,Jasmine,3411.8398,104.9855,-,-,-,-,-,-
2014-02-01,Kamphaengsaen,3183.8753,97.6556,-,-,-,-,-,-
2014-02-01,Kaphong,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Kaphong 10A,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,L33,3054.8322,93.6976,-,-,-,-,-,-
2014-02-01,L53A,3082.121,94.5346,-,-,-,-,-,-
2014-02-01,L53D,3064.8349,94.0044,-,-,-,-,-,-
2014-02-01,L53G,3141.6738,96.3612,-,-,-,-,-,-
2014-02-01,Lanta,3548.4676,109.036,-,-,175.5176,5.3835,-,-
2014-02-01,Maliwan,3548.4676,109.036,-,-,177.8556,5.4552,-,-
2014-02-01,Morakot,-,-,3324.4229,102.2956,276.7332,8.4879,-,-
2014-02-01,N Kung,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Na sanun East,3098.7649,95.0451,-,-,-,-,-,-
2014-02-01,NamPhong,-,-,-,-,243.8789,7.4148,-,-
2014-02-01,North Pailin,-,-,3324.4229,102.2956,276.7332,8.4879,-,-
2014-02-01,Pailin,-,-,3324.4229,102.2956,276.7332,8.4879,-,-
2014-02-01,Pakarang,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Pakarang South,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Pladang,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Pladang_PLCPP2,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Plamuk,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,platong,3585.5451,110.086,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Rajapurek,-,-,-,-,175.1873,5.3733,-,-
2014-02-01,S Baanpot,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,S Gomin,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Sangkajai,3188.7658,97.8056,-,-,-,-,-,-
2014-02-01,Satun,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Sinphuhorm_E5N,-,-,3238.3684,99.327,262.7115,8.0579,-,-
2014-02-01,Sinphuhorm_EU1,-,-,3238.3684,99.327,262.7115,8.0579,-,-
2014-02-01,Sirikit,3154.9857,96.7695,-,-,47.5454,1.4456,10.0714,0.3089
2014-02-01,Songkhla,3365.6949,103.336,-,-,-,-,-,-
2014-02-01,Songkhla D,3362.8221,103.336,-,-,-,-,-,-
2014-02-01,Songkhla E,3362.9668,103.336,-,-,-,-,-,-
2014-02-01,Songkhla G,3365.6949,103.336,-,-,-,-,-,-
2014-02-01,South Platong,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,South Satun,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Surat,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Surin,3548.4676,109.036,-,-,175.9897,5.3979,-,-
2014-02-01,SW Platong_U2,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,SW. platong,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Tantawan,-,-,-,-,175.4914,5.3827,-,-
2014-02-01,Trat 11A,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Trat U3,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,Uthong,3183.8753,97.6556,-,-,-,-,-,-
2014-02-01,West Jakrawan,-,-,3341.7834,102.8298,226.116,6.9354,-,-
2014-02-01,wichain Buri_Sri Thep,3036.982,93.1501,-,-,-,-,-,-
2014-02-01,Yala 10A,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Yala U2,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Yala U3,3585.5451,110.086,-,-,226.116,6.9354,-,-
2014-02-01,Yungthong,-,-,-,-,226.116,6.9354,-,-
2014-03-01,Arthit,-,-,3403.0486,104.7856,250.7026,7.7507,-,-
2014-03-01,Baanpot,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Bauluang,3380.4706,103.916,-,-,-,-,-,-
2014-03-01,Benchamas,3516.3575,108.366,-,-,177.3558,5.4922,-,-
2014-03-01,Benchamas North,3516.3575,108.366,-,-,180.3249,5.5841,-,-
2014-03-01,Bongkot,-,-,3274.2248,100.8189,235.8253,7.3524,-,-
2014-03-01,Bongkot South,-,-,3265.4738,100.8189,291.7871,9.0087,-,-
2014-03-01,Borang North,2910.3755,89.9772,-,-,-,-,-,-
2014-03-01,Bung Maung,3137.8751,97.1707,-,-,-,-,-,-
2014-03-01,Bung Ya Nongsa,3143.0543,97.1707,-,-,-,-,-,-
2014-03-01,Burapa,3151.4254,97.4295,-,-,25.8766,0.8,-,-
2014-03-01,Chaba,-,-,-,-,174.3306,5.3985,-,-
2014-03-01,Erawan,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Funan,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Gomin,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Jakrawan,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Jarmjuree North,3516.3575,108.366,-,-,176.6651,5.4708,-,-
2014-03-01,Jasmine,3393.5689,104.2664,-,-,-,-,-,-
2014-03-01,Kamphaengsaen,3120.8296,96.4836,-,-,-,-,-,-
2014-03-01,Kaphong,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Kaphong 10A,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,L33,2994.5293,92.5789,-,-,-,-,-,-
2014-03-01,L53A,3021.1725,93.4026,-,-,-,-,-,-
2014-03-01,L53D,3004.9802,92.902,-,-,-,-,-,-
2014-03-01,L53G,3079.6826,95.2115,-,-,-,-,-,-
2014-03-01,Lanta,3516.3575,108.366,-,-,173.5699,5.3661,-,-
2014-03-01,Maliwan,3516.3575,108.366,-,-,175.7875,5.4436,-,-
2014-03-01,Morakot,-,-,3279.9926,100.7768,276.7332,8.5555,-,-
2014-03-01,N Kung,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Na sanun East,3037.7141,93.914,-,-,-,-,-,-
2014-03-01,NamPhong,-,-,-,-,239.1203,7.3926,-,-
2014-03-01,Nong Phuk Chi_A,3120.8296,96.4836,-,-,-,-,-,-
2014-03-01,North Pailin,-,-,3279.9926,100.7768,276.7332,8.5555,-,-
2014-03-01,Pailin,-,-,3279.9926,100.7768,276.7332,8.5555,-,-
2014-03-01,Pakarang,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Pakarang South,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Pladang,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Pladang_PLCPP2,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Plamuk,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,platong,3484.707,107.3,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Rajapurek,-,-,-,-,177.7066,5.494,-,-
2014-03-01,S Baanpot,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,S Gomin,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Sangkajai,3125.6814,96.6336,-,-,-,-,-,-
2014-03-01,Satun,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Sinphuhorm_E5N,-,-,3164.1969,97.8243,260.2362,8.0455,-,-
2014-03-01,Sinphuhorm_EU1,-,-,3164.1969,97.8243,260.2362,8.0455,-,-
2014-03-01,Sirikit,3163.555,97.8045,-,-,47.1724,1.4608,9.9836,0.3092
2014-03-01,Songkhla C,3291.3466,102.616,-,-,-,-,-,-
2014-03-01,Songkhla D,3332.588,102.616,-,-,-,-,-,-
2014-03-01,Songkhla E,3324.2248,102.616,-,-,-,-,-,-
2014-03-01,South Platong,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,South Satun,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Surat,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Surin,3516.3575,108.366,-,-,181.1594,5.6007,-,-
2014-03-01,SW Platong_U2,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,SW. platong,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Tantawan,-,-,-,-,175.9071,5.4473,-,-
2014-03-01,Trat 11A,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Trat U3,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,Uthong,3120.8296,96.4836,-,-,-,-,-,-
2014-03-01,West Jakrawan,-,-,3302.2385,101.4603,226.116,6.9906,-,-
2014-03-01,wichain Buri_Sri Thep,2976.364,92.0173,-,-,-,-,-,-
2014-03-01,Yala 10A,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Yala U2,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Yala U3,3484.707,107.3,-,-,226.116,6.9906,-,-
2014-03-01,Yungthong,-,-,-,-,226.116,6.9906,-,-
2014-04-01,Arthit,-,-,3321.4445,103.0506,250.7026,7.7691,-,-
2014-04-01,Baanpot,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Bauluang,3370.1659,104.283,-,-,-,-,-,-
2014-04-01,Benchamas,3479.1498,108.233,-,-,176.0778,5.4565,-,-
2014-04-01,Benchamas North,3479.1498,108.233,-,-,162.908,5.0484,-,-
2014-04-01,Bongkot,-,-,3215.5881,99.4762,240.4367,7.451,-,-
2014-04-01,Bongkot South,-,-,3206.2373,99.4762,297.8523,9.2302,-,-
2014-04-01,Borang North,2870.9262,88.968,-,-,-,-,-,-
2014-04-01,Bung Krathiam,3099.8181,96.0612,-,-,-,-,-,-
2014-04-01,Bung Maung,3125.1688,96.8468,-,-,-,-,-,-
2014-04-01,Bung Ya Nongsa,3125.1688,96.8468,-,-,-,-,-,-
2014-04-01,Burapa,3151.6779,97.6683,-,-,25.8154,0.8,-,-
2014-04-01,Chaba,-,-,-,-,174.2849,5.401,-,-
2014-04-01,Erawan,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Funan,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Gomin,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Jakrawan,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Jarmjuree North,3479.1498,108.233,-,-,174.9248,5.4208,-,-
2014-04-01,Jasmine,3382.2697,104.6326,-,-,-,-,-,-
2014-04-01,Kamphaengsaen,3099.8181,96.0612,-,-,-,-,-,-
2014-04-01,Kaphong,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Kaphong 10A,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,L33,2969.97,92.0373,-,-,-,-,-,-
2014-04-01,L53A,2997.4344,92.8884,-,-,-,-,-,-
2014-04-01,L53D,2975.7914,92.2177,-,-,-,-,-,-
2014-04-01,L53G,3061.5662,94.8758,-,-,-,-,-,-
2014-04-01,Lanta,3479.1498,108.233,-,-,180.5633,5.5955,-,-
2014-04-01,Maliwan,3479.1498,108.233,-,-,167.4438,5.189,-,-
2014-04-01,Morakot,-,-,3266.3075,101.069,276.7332,8.5758,-,-
2014-04-01,N Kung,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Na sanun East,3012.2588,93.3478,-,-,-,-,-,-
2014-04-01,NamPhong,-,-,-,-,235.9389,7.3116,-,-
2014-04-01,Nong Phuk Chi_A,3099.8181,96.0612,-,-,-,-,-,-
2014-04-01,North Pailin,-,-,3266.3075,101.069,276.7332,8.5758,-,-
2014-04-01,Pailin,-,-,3266.3075,101.069,276.7332,8.5758,-,-
2014-04-01,Pakarang,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Pakarang South,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Pladang,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Pladang_PLCPP2,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Plamuk,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,platong,3533.3802,109.333,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Rajapurek,-,-,-,-,179.7399,5.57,-,-
2014-04-01,S Baanpot,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,S Gomin,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Sangkajai,3104.6585,96.2112,-,-,-,-,-,-
2014-04-01,Satun,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Sinphuhorm_E5N,-,-,3171.1749,98.2725,258.3652,8.0066,-,-
2014-04-01,Sinphuhorm_EU1,-,-,3171.1749,98.2725,258.3652,8.0066,-,-
2014-04-01,Sirikit,3144.156,97.4352,-,-,47.0618,1.4584,9.9052,0.307
2014-04-01,Songkhla,3331.8811,102.983,-,-,-,-,-,-
2014-04-01,Songkhla C,3328.9461,102.983,-,-,-,-,-,-
2014-04-01,Songkhla D,3321.6446,102.983,-,-,-,-,-,-
2014-04-01,Songkhla E,3321.6446,102.983,-,-,-,-,-,-
2014-04-01,Songkhla G,3328.1634,102.983,-,-,-,-,-,-
2014-04-01,South Platong,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,South Satun,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Surat,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Surin,3479.1498,108.233,-,-,187.0601,5.7969,-,-
2014-04-01,SW Platong_U2,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,SW. platong,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Tantawan,-,-,-,-,172.7,5.3519,-,-
2014-04-01,Trat 11A,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Trat U3,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,Uthong,3099.8181,96.0612,-,-,-,-,-,-
2014-04-01,West Jakrawan,-,-,3260.887,101.1272,226.116,7.0072,-,-
2014-04-01,wichain Buri_Sri Thep,2944.1676,91.2377,-,-,-,-,-,-
2014-04-01,Yala 10A,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Yala U2,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Yala U3,3533.3802,109.333,-,-,226.116,7.0072,-,-
2014-04-01,Yungthong,-,-,-,-,226.116,7.0072,-,-
2014-05-01,Arthit,-,-,3353.8951,103.0506,250.7026,7.693,-,-
2014-05-01,Baanpot,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Bauluang,3455.8078,105.265,-,-,-,-,-,-
2014-05-01,Benchamas,3542.3994,109.215,-,-,162.2424,5.0157,-,-
2014-05-01,Benchamas North,3542.3994,109.215,-,-,116.8925,3.6137,-,-
2014-05-01,Bongkot,-,-,3226.9328,99.1496,240.4367,7.378,-,-
2014-05-01,Bongkot South,-,-,3215.9272,99.1496,297.8523,9.1398,-,-
2014-05-01,Borang North,2917.2359,89.8208,-,-,-,-,-,-
2014-05-01,Bung Ya,3157.2058,97.2094,-,-,-,-,-,-
2014-05-01,Bung Ya Nongsa,3157.2058,97.2094,-,-,-,-,-,-
2014-05-01,Burapa,3179.3333,97.8907,-,-,25.9827,0.7973,-,-
2014-05-01,Chaba,-,-,-,-,155.6888,4.8131,-,-
2014-05-01,Erawan,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Funan,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Gomin,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Jakrawan,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Jarmjuree North,3542.3994,109.215,-,-,161.1003,4.9804,-,-
2014-05-01,Jasmine,3431.0032,105.6145,-,-,-,-,-,-
2014-05-01,Kamphaengsaen,3133.6394,96.4838,-,-,-,-,-,-
2014-05-01,Kaphong,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Kaphong 10A,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,L33,3005.6973,92.5445,-,-,-,-,-,-
2014-05-01,L53A,3032.82,93.3796,-,-,-,-,-,-
2014-05-01,L53D,3015.7753,92.8548,-,-,-,-,-,-
2014-05-01,L53G,3093.2558,95.2404,-,-,-,-,-,-
2014-05-01,Lanta,-,-,-,-,129.091,3.9613,-,-
2014-05-01,Maliwan,3542.3994,109.215,-,-,181.018,5.5962,-,-
2014-05-01,Morakot,-,-,3321.4029,102.4015,276.7332,8.5205,-,-
2014-05-01,N Kung,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Na sanun East,3049.3385,93.8882,-,-,-,-,-,-
2014-05-01,NamPhong,-,-,-,-,240.5704,7.4372,-,-
2014-05-01,Nong Phuk Chi_A,3133.6394,96.4838,-,-,-,-,-,-
2014-05-01,North Pailin,-,-,3321.4029,102.4015,276.7332,8.5205,-,-
2014-05-01,Pailin,-,-,3321.4029,102.4015,276.7332,8.5205,-,-
2014-05-01,Pakarang,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Pakarang South,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Pladang,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Pladang_PLCPP2,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Plamuk,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,platong,3552.895,109.165,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Rajapurek,3580.1642,110.165,-,-,181.5744,5.6134,-,-
2014-05-01,S Baanpot,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,S Gomin,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Sangkajai,3138.5112,96.6338,-,-,-,-,-,-
2014-05-01,Satun,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Sinphuhorm_E5N,-,-,3236.7138,99.6574,260.0392,7.9795,-,-
2014-05-01,Sinphuhorm_EU1,-,-,3236.7138,99.6574,260.0392,7.9795,-,-
2014-05-01,Sirikit,3149.6935,96.9781,-,-,47.3641,1.4534,9.882,0.3032
2014-05-01,Songkhla,3378.6754,103.965,-,-,-,-,-,-
2014-05-01,Songkhla D,0,0,-,-,-,-,-,-
2014-05-01,Songkhla E,3404.1052,103.965,-,-,-,-,-,-
2014-05-01,Songkhla G,3404.1052,103.965,-,-,-,-,-,-
2014-05-01,South Platong,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,South Satun,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,South Trat,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Surat,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Surin,-,-,-,-,103.1274,3.1645,-,-
2014-05-01,SW Platong_U2,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,SW. platong,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Tantawan,3580.1642,110.165,-,-,178.8695,5.5298,-,-
2014-05-01,Trat 11A,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Trat U3,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,Uthong,3133.6394,96.4838,-,-,-,-,-,-
2014-05-01,West Jakrawan,-,-,3337.1632,102.5365,226.116,6.962,-,-
2014-05-01,wichain Buri_Sri Thep,2985.434,91.9206,-,-,-,-,-,-
2014-05-01,Yala 10A,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Yala U2,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Yala U3,3552.895,109.165,-,-,226.116,6.962,-,-
2014-05-01,Yungthong,-,-,-,-,226.116,6.9904,-,-
2014-06-01,Arthit,-,-,3447.1063,106.3308,250.7026,7.7295,-,-
2014-06-01,Baanpot,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Bauluang,3494.2729,107.632,-,-,-,-,-,-
2014-06-01,Benchamas,3615.7589,111.582,-,-,175.815,5.4156,-,-
2014-06-01,Benchamas North,3615.7589,111.582,-,-,181.0135,5.5757,-,-
2014-06-01,Bongkot,-,-,3259.0941,100.5313,240.4367,7.413,-,-
2014-06-01,Bongkot South,-,-,3260.6824,100.5313,297.8523,9.1832,-,-
2014-06-01,Borang North,2968.2254,91.4296,-,-,-,-,-,-
2014-06-01,Bung Krathiam,3170.1033,97.648,-,-,-,-,-,-
2014-06-01,Bung Ya,3193.6628,98.3737,-,-,-,-,-,-
2014-06-01,Bung Ya Nongsa,3193.6628,98.3737,-,-,-,-,-,-
2014-06-01,Burapa,3201.4543,98.6137,-,-,25.9717,0.8007,-,-
2014-06-01,Chaba,3646.8521,111.132,-,-,163.0766,5.0232,-,-
2014-06-01,Erawan,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Funan,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Gomin,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Jakrawan,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Jarmjuree North,3615.7589,111.582,-,-,164.9296,5.0803,-,-
2014-06-01,Jasmine,3499.5897,107.9817,-,-,-,-,-,-
2014-06-01,Kamphaengsaen,3170.1033,97.648,-,-,-,-,-,-
2014-06-01,Kaphong,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,Kaphong 10A,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,L33,3046.7118,93.8472,-,-,-,-,-,-
2014-06-01,L53A,3074.4593,94.7019,-,-,-,-,-,-
2014-06-01,L53D,3057.9543,94.1935,-,-,-,-,-,-
2014-06-01,L53G,3131.9281,96.4721,-,-,-,-,-,-
2014-06-01,Lanta,3615.7589,111.582,-,-,179.4468,5.5326,-,-
2014-06-01,Maliwan,3615.7589,111.582,-,-,175.7439,5.4134,-,-
2014-06-01,Morakot,-,-,3369.2959,103.88,276.7332,8.5242,-,-
2014-06-01,N Kung,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,Na sanun East,3090.8474,95.2067,-,-,-,-,-,-
2014-06-01,NamPhong,-,-,-,-,244.9326,7.5446,-,-
2014-06-01,Nong Phuk Chi_A,3170.1033,97.648,-,-,-,-,-,-
2014-06-01,North Pailin,-,-,3369.2959,103.88,276.7332,8.5242,-,-
2014-06-01,Pailin,-,-,3369.2959,103.88,276.7332,8.5242,-,-
2014-06-01,Pakarang,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Pakarang South,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Pladang,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Pladang_PLCPP2,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Plamuk,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,platong,3598.3824,111.03,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Rajapurek,-,-,-,-,181.9078,5.6033,-,-
2014-06-01,S Baanpot,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,S Gomin,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Sangkajai,3174.973,97.798,-,-,-,-,-,-
2014-06-01,Satun,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Sinphuhorm_E5N,-,-,3297.3857,101.5687,260.1374,8.013,-,-
2014-06-01,Sinphuhorm_EU1,-,-,3297.3857,101.5687,260.1374,8.013,-,-
2014-06-01,Sirikit,3251.3654,100.1511,-,-,47.3463,1.4598,9.9455,0.3066
2014-06-01,Songkhla,3446.1244,106.332,-,-,-,-,-,-
2014-06-01,Songkhla D,3448.8253,106.332,-,-,-,-,-,-
2014-06-01,Songkhla E,0,0,-,-,-,-,-,-
2014-06-01,South Platong,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,South Satun,-,-,3377.1856,104.3462,-,-,-,-
2014-06-01,South Trat,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Surat,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,Surin,3615.7589,111.582,-,-,181.5614,5.5978,-,-
2014-06-01,SW Platong_U2,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,SW. platong,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Tantawan,-,-,-,-,177.3089,5.4616,-,-
2014-06-01,Trat 11A,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Trat U3,-,-,3382.7682,104.3462,226.116,6.965,-,-
2014-06-01,Uthong,3170.1033,97.648,-,-,-,-,-,-
2014-06-01,West Jakrawan,-,-,3377.1856,104.3462,226.116,6.965,-,-
2014-06-01,wichain Buri_Sri Thep,3032.356,93.405,-,-,-,-,-,-
2014-06-01,Yala 10A,3598.3824,111.03,-,-,226.116,6.965,-,-
2014-06-01,Yala U2,3598.3824,111.03,-,-,226.116,6.965,-,-
